,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
2205,YGL120C,20,124,0,0,2303,34,0.4415979157620495,ess
2206,YGL119W,18,97,1,1,1505,13,0.17740863787375416,
2207,YGL118C,28,559,4,33,437,3,0.2219679633867277,
2208,YGL117W,45,476,4,21,797,3,0.10163111668757842,
2209,YGL116W,19,91,0,0,1832,1,0.2953056768558952,ess
2210,YGL115W,10,77,0,0,968,1,0.231404958677686,
2211,YGL114W,30,340,5,60,2177,21,0.13780431786862654,
2212,YGL113W,7,38,3,16,2006,18,0.8030907278165503,
2213,YGL112C,0,0,0,0,1550,8,1.0,ess
2214,YGL111W,6,34,3,17,1391,25,0.37814521926671457,ess
2215,YGL110C,29,248,8,129,1874,14,0.2113127001067236,
2216,YGL109W,13,317,8,129,323,14,0.4705882352941176,
2217,YGL108C,4,37,17,189,422,14,0.476303317535545,
2218,YGL107C,9,61,1,1,1940,2,0.7494845360824742,
2219,YGL106W,0,0,0,0,449,11,1.0,ess
2220,YGL105W,15,91,0,0,1130,8,0.5743362831858407,
2221,YGL104C,22,297,6,220,1460,31,0.11095890410958904,
2222,YGL103W,5,16,0,0,960,82,0.7854166666666667,
2223,YGL102C,5,16,9,102,428,82,0.5046728971962616,
2224,YGL101W,9,31,13,290,647,82,0.500772797527048,
2225,YGL100W,12,62,1,14,1049,68,0.3784556720686368,
2226,YGL099W,4,11,0,0,1922,24,0.6649323621227887,
2227,YGL098W,0,0,0,0,737,46,1.0,
2228,YGL097W,17,220,5,26,1448,0,0.2838397790055249,ess
2229,YGL096W,36,457,1,1,830,28,0.22048192771084335,
2230,YGL095C,7,69,0,0,1733,6,0.7155222158107328,
2231,YGL094C,66,574,6,228,3347,4,0.07678518075888856,
2232,YGL093W,19,177,9,248,2753,16,0.4249909189974573,ess
2233,YGL092W,15,83,0,0,3953,4,0.4110801922590437,ess
2234,YGL091C,3,32,0,0,986,34,0.8012170385395537,ess
2235,YGL090W,23,308,3,20,1265,34,0.2545454545454545,
2236,YGL089C,6,28,4,181,362,34,0.3176795580110497,
2237,YGL088W,7,41,31,1047,365,18,0.4,
2238,YGL087C,28,585,8,27,498,18,0.14457831325301204,
2239,YGL086W,37,253,8,29,2249,9,0.22054246331702976,
2240,YGL085W,27,614,4,13,824,2,0.3762135922330097,
2241,YGL084C,3,13,0,0,1682,3,0.4940546967895363,
2242,YGL083W,25,144,2,19,2414,28,0.1371168185584093,
2243,YGL082W,37,397,4,128,1145,64,0.15982532751091702,
2244,YGL081W,14,272,6,54,962,0,0.30561330561330563,
2245,YGL080W,5,48,3,28,392,5,0.5255102040816326,
2246,YGL079W,4,15,7,51,656,5,0.5137195121951219,
2247,YGL078C,8,55,0,0,1571,12,0.3418204964990452,
2248,YGL077C,45,1176,1,8,1691,12,0.3021880544056771,
2249,YGL076C,2,10,1,3,1661,10,0.7212522576760987,
2250,YGL075C,12,167,0,0,1163,11,0.4823731728288908,
2251,YGL074C,6,34,4,27,326,11,0.34049079754601225,
2252,YGL073W,50,495,1,7,2501,9,0.4194322271091563,ess
2253,YGL072C,37,512,8,47,359,0,0.21448467966573814,
2254,YGL071W,32,182,0,0,2072,34,0.1476833976833977,
2255,YGL070C,5,51,0,0,368,3,0.5081521739130435,
2256,YGL069C,6,52,0,0,464,81,0.3426724137931034,
2257,YGL068W,7,57,3,10,584,81,0.4263698630136986,
2258,YGL067W,14,160,0,0,1154,81,0.1923743500866551,
2259,YGL066W,24,183,2,12,1973,15,0.2062848454130765,
2260,YGL065C,11,123,0,0,1511,2,0.3984116479152879,ess
2261,YGL064C,13,69,4,22,1685,21,0.36973293768546,
2262,YGL063W,162,7549,11,530,1112,3,0.040467625899280574,
2263,YGL063C-A,27,1810,22,796,149,2,0.11409395973154365,
2264,YGL062W,102,1859,16,932,3536,68,0.061085972850678724,
2265,YGL061C,14,162,0,0,743,68,0.22476446837146705,
2266,YGL060W,22,305,0,0,1925,14,0.3002597402597403,
2267,YGL059W,32,270,14,768,1475,3,0.11254237288135592,
2268,YGL058W,7,76,1,3,518,0,0.5115830115830116,
2269,YGL057C,17,211,13,337,863,54,0.20162224797219006,
2270,YGL056C,57,600,4,61,1583,5,0.08149084017687934,
2271,YGL055W,16,119,1,1,1532,16,0.2447780678851175,ess
2272,YGL054C,5,43,2,25,416,0,0.4447115384615384,
2273,YGL053W,8,47,5,21,713,86,0.3450210378681627,
2274,YGL052W,0,0,3,5,305,148,1.0,
2275,YGL051W,0,0,0,0,704,172,1.0,
2276,YGL050W,25,453,21,2327,821,14,0.1668696711327649,
2277,YGL049C,32,332,1,22,2744,6,0.3035714285714285,
2278,YGL048C,4,12,0,0,1217,41,0.7354149548069022,
2279,YGL047W,1,1,0,0,608,90,0.9671052631578948,ess
2280,YGL045W,105,3089,4,56,1628,3,0.07985257985257985,
2281,YGL044C,3,3,0,0,890,4,0.6033707865168539,
2282,YGL043W,23,110,5,73,929,10,0.19806243272335844,
2283,YGL042C,6,35,4,16,305,28,0.4459016393442623,
2284,YGL041C-B,14,408,3,35,182,28,0.445054945054945,
2285,YGL041W-A,18,214,9,177,464,28,0.16379310344827586,
2286,YGL041C,6,17,3,76,203,28,0.374384236453202,
2287,YGL040C,4,13,0,0,1028,28,0.4688715953307393,
2288,YGL039W,26,233,3,8,1046,73,0.4732313575525813,
2289,YGL038C,12,31,0,0,1442,2,0.3356449375866852,
2290,YGL037C,17,237,0,0,650,22,0.31076923076923074,
2291,YGL036W,43,233,9,65,2729,31,0.11322828875045805,
2292,YGL035C,53,1050,6,56,1514,0,0.08058124174372522,
2293,YGL034C,8,78,5,98,365,21,0.473972602739726,
2294,YGL033W,14,41,0,0,726,16,0.35399449035812675,
2295,YGL032C,1,13,2,3,263,17,0.6882129277566539,
2296,YGL031C,5,13,2,3,930,17,0.3903225806451613,
2297,YGL030W,0,0,0,0,547,22,1.0,
2298,YGL029W,0,0,0,0,362,3,1.0,
2299,YGL028C,6,86,0,0,1628,11,0.4932432432432433,
2300,YGL027C,27,164,7,65,2501,15,0.15393842463014795,
2301,YGL026C,34,233,9,378,2123,7,0.10645313235986813,
2302,YGL025C,12,59,2,14,1193,9,0.2606873428331936,
2303,YGL024W,8,32,2,6,335,9,0.4686567164179105,
2304,YGL023C,23,112,7,23,1907,5,0.20608285264813844,
2305,YGL022W,31,151,0,0,2156,5,0.20454545454545456,ess
2306,YGL021W,34,422,4,26,2282,24,0.08895705521472393,
2307,YGL020C,2,4,4,410,707,24,0.4992927864214993,
2308,YGL019W,1,1,1,5,836,12,0.5107655502392344,
2309,YGL018C,5,10,0,0,554,16,0.4927797833935018,ess
2310,YGL017W,13,109,9,110,1511,16,0.2971542025148908,
2311,YGL016W,24,111,1,15,3245,6,0.3855161787365177,
2312,YGL015C,10,130,0,0,392,8,0.3979591836734694,
2313,YGL014W,26,230,1,1,2666,6,0.30307576894223553,
2314,YGL014C-A,4,27,3,51,161,7,0.5403726708074534,
2315,YGL013C,50,734,0,0,3206,72,0.1431690580162196,
2316,YGL012W,14,81,2,23,1421,79,0.22378606615059815,
2317,YGL011C,3,5,1,5,758,168,0.9656992084432716,ess
2318,YGL010W,21,157,3,59,524,6,0.21946564885496184,
2319,YGL009C,65,1241,0,0,2339,6,0.06712270200940572,
2320,YGL008C,15,89,0,0,2756,23,0.2775761973875181,ess
2321,YGL007C-A,0,0,2,17,86,23,1.0,
2322,YGL007W,36,1944,2,14,377,23,0.27055702917771884,
2323,YGL006W-A,4,184,10,579,110,28,0.5,
2324,YGL006W,66,1083,4,162,3521,27,0.19312695257029253,
2325,YGL005C,23,249,11,596,839,23,0.16567342073897498,
2326,YGL004C,82,1465,10,57,1253,23,0.09177972865123704,
2327,YGL003C,45,549,2,19,1700,15,0.11411764705882352,
2328,YGL002W,46,684,7,634,650,13,0.18461538461538465,
2329,YGL001C,15,120,0,0,1049,1,0.2697807435653003,ess
2330,YGR001C,21,496,5,54,901,6,0.2130965593784684,
2331,YGR002C,19,622,0,0,1430,56,0.4524475524475525,ess
2332,YGR003W,52,667,19,1946,2234,25,0.13384064458370634,
2333,YGR004W,36,364,4,37,1388,24,0.1361671469740634,
2334,YGR005C,7,24,1,3,1202,9,0.3785357737104825,ess
2335,YGR006W,15,251,0,0,755,18,0.43311258278145703,
2336,YGR007W,42,1195,11,489,971,18,0.1380020597322348,
2337,YGR008C,31,433,7,42,254,18,0.11811023622047245,
2338,YGR009C,3,8,0,0,1955,3,0.611764705882353,ess
2339,YGR010W,37,318,0,0,1187,26,0.11962931760741365,
2340,YGR011W,8,121,3,16,326,26,0.4355828220858896,
2341,YGR012W,32,362,8,273,1181,66,0.3005927180355631,
2342,YGR013W,34,358,3,7,1862,34,0.4543501611170784,
2343,YGR014W,50,911,0,0,3920,102,0.19489795918367347,
2344,YGR015C,37,510,16,778,986,37,0.12271805273833672,
2345,YGR016W,26,279,15,336,572,0,0.1853146853146853,
2346,YGR017W,11,110,1,1,893,16,0.19260918253079504,
2347,YGR018C,5,32,12,218,329,16,0.5227963525835866,
2348,YGR019W,64,1405,1,1,1415,8,0.09681978798586573,
2349,YGR020C,0,0,0,0,356,8,1.0,
2350,YGR021W,43,876,14,697,872,8,0.12729357798165136,
2351,YGR022C,9,285,1,29,329,8,0.3768996960486322,
2352,YGR023W,32,596,8,157,1655,8,0.316012084592145,
2353,YGR024C,0,0,1,8,713,33,1.0,ess
2354,YGR025W,25,1790,0,0,302,33,0.2251655629139073,
2355,YGR026W,24,356,1,2,836,3,0.17464114832535885,
2356,YGR027C,1,7,2,20,653,44,0.5957120980091883,
2357,YGR028W,28,181,7,172,1088,98,0.14522058823529413,
2358,YGR029W,6,76,0,0,652,8,0.3098159509202454,ess
2359,YGR030C,8,48,1,1,476,60,0.5609243697478992,
2360,YGR031W,127,4577,5,99,1028,0,0.13715953307392995,
2361,YGR031C-A,62,773,19,2326,491,26,0.06720977596741344,
2362,YGR032W,124,1098,1,6,5687,16,0.05292772991032179,
2363,YGR033C,10,31,1,1,719,16,0.3699582753824757,
2364,YGR034W,3,15,2,13,860,16,0.4686046511627907,
2365,YGR035C,10,71,5,196,350,16,0.4457142857142857,
2366,YGR035W-A,18,1155,13,540,221,16,0.17194570135746606,
2367,YGR036C,17,81,3,7,719,42,0.19749652294853964,
2368,YGR037C,0,0,3,70,263,42,1.0,
2369,YGR038W,16,211,1,1,668,42,0.18263473053892212,
2370,YGR039W,21,120,9,102,311,73,0.15434083601286175,
2371,YGR040W,37,454,3,43,1106,5,0.14828209764918626,
2372,YGR041W,64,749,0,0,1643,5,0.108338405356056,
2373,YGR042W,10,79,13,324,815,3,0.6294478527607362,
2374,YGR043C,51,1289,8,143,1001,33,0.13586413586413587,
2375,YGR044C,17,219,5,29,902,30,0.2139689578713969,
2376,YGR045C,53,1979,21,2751,362,30,0.1298342541436464,
2377,YGR046W,7,212,2,6,1157,14,0.26879861711322384,
2378,YGR047C,21,158,3,34,3077,88,0.16834579135521613,
2379,YGR048W,17,86,0,0,1085,88,0.2986175115207373,ess
2380,YGR049W,45,1247,2,13,563,37,0.0994671403197158,
2381,YGR050C,53,1422,11,373,356,37,0.11235955056179776,
2382,YGR051C,51,2439,11,223,323,37,0.108359133126935,
2383,YGR052W,59,741,5,156,1109,2,0.10820559062218214,
2384,YGR053C,17,220,4,104,851,24,0.20916568742655703,
2385,YGR054W,43,511,3,15,1928,13,0.16649377593360995,
2386,YGR055W,25,505,3,13,1724,33,0.3486078886310905,
2387,YGR056W,34,226,2,14,2786,19,0.1037329504666188,
2388,YGR057C,7,43,2,24,728,19,0.5535714285714286,
2389,YGR058W,7,56,4,265,1007,1,0.4637537239324727,
2390,YGR059W,12,90,0,0,1538,5,0.4720416124837451,
2391,YGR060W,5,24,0,0,929,44,0.33907427341227125,ess
2392,YGR061C,13,68,0,0,4076,88,0.3304710500490677,
2393,YGR062C,8,68,1,9,950,88,0.3673684210526316,
2394,YGR063C,3,37,3,26,308,37,0.8311688311688312,
2395,YGR064W,5,81,3,37,368,37,0.6711956521739131,
2396,YGR065C,14,95,3,25,1781,37,0.2043795620437956,
2397,YGR066C,20,388,1,36,878,9,0.2300683371298405,
2398,YGR067C,55,551,8,69,2414,20,0.08616404308202154,
2399,YGR068C,185,3663,8,107,1760,5,0.06704545454545455,
2400,YGR068W-A,7,133,9,401,95,3,0.25263157894736843,
2401,YGR069W,28,431,2,12,335,5,0.25970149253731345,
2402,YGR070W,75,943,0,0,3467,30,0.07672339198154024,
2403,YGR071C,40,411,15,318,2582,2,0.27536793183578623,
2404,YGR072W,4,19,1,6,1163,10,0.8340498710232158,
2405,YGR073C,0,0,0,0,371,10,1.0,
2406,YGR074W,0,0,0,0,440,10,1.0,ess
2407,YGR075C,0,0,0,0,728,0,1.0,ess
2408,YGR076C,6,97,1,1,473,1,0.4376321353065539,
2409,YGR077C,22,89,3,28,1769,18,0.16054267947993214,
2410,YGR078C,4,131,5,21,599,18,0.7662771285475793,
2411,YGR079W,46,733,14,549,1112,41,0.12050359712230214,
2412,YGR080W,21,283,7,510,998,0,0.18537074148296592,
2413,YGR081C,6,29,1,5,632,72,0.3781645569620253,
2414,YGR082W,4,20,1,13,551,176,0.4591651542649728,
2415,YGR083C,19,72,0,0,1955,24,0.23324808184143225,ess
2416,YGR084C,20,4044,13,1122,1019,25,0.3267909715407262,
2417,YGR085C,1,11,0,0,524,25,0.9198473282442748,
2418,YGR086C,16,195,5,38,1019,40,0.2139352306182532,
2419,YGR087C,99,2318,1,1,1691,90,0.08633944411590774,
2420,YGR088W,38,674,7,45,1688,3,0.2938388625592417,
2421,YGR089W,23,80,1,1,2810,32,0.12740213523131672,
2422,YGR090W,18,68,0,0,3713,9,0.7341772151898734,ess
2423,YGR091W,7,27,1,2,1484,32,0.5431266846361186,ess
2424,YGR092W,8,58,1,12,1718,99,0.6140861466821886,
2425,YGR093W,45,538,3,50,1523,99,0.17596848325673015,
2426,YGR094W,17,91,0,0,3314,12,0.23898611949305976,ess
2427,YGR095C,1,3,0,0,671,12,0.8435171385991058,ess
2428,YGR096W,49,3062,8,184,944,0,0.10805084745762712,
2429,YGR097W,62,1062,0,0,3440,20,0.15726744186046512,
2430,YGR098C,7,22,0,0,4892,7,0.4674979558462796,ess
2431,YGR099W,11,36,2,32,2066,11,0.4472410454985479,ess
2432,YGR100W,56,432,0,0,2852,190,0.18302945301542775,
2433,YGR101W,6,45,2,110,1040,28,0.475,
2434,YGR102C,2,8,3,8,551,0,0.9001814882032668,
2435,YGR103W,7,16,0,0,1817,34,0.5943863511282333,ess
2436,YGR104C,6,45,0,0,923,49,0.5330444203683641,
2437,YGR105W,0,0,0,0,233,62,1.0,
2438,YGR106C,12,132,5,45,797,92,0.2220828105395232,
2439,YGR107W,84,2405,4,53,449,177,0.07126948775055679,
2440,YGR108W,16,240,3,8,1415,0,0.2360424028268551,
2441,YGR109C,21,138,0,0,1142,35,0.1777583187390543,
2442,YGR110W,13,126,0,0,1337,13,0.2318623784592371,
2443,YGR111W,28,380,8,44,1202,9,0.18718801996672213,
2444,YGR112W,17,171,2,13,1169,15,0.2215568862275449,
2445,YGR113W,7,52,0,0,1031,11,0.38409311348205627,
2446,YGR114C,0,0,0,0,389,15,1.0,
2447,YGR115C,2,15,4,41,779,18,0.8767650834403081,
2448,YGR116W,39,206,0,0,4355,61,0.2590126291618829,
2449,YGR117C,14,608,4,35,1430,9,0.241958041958042,
2450,YGR118W,4,23,0,0,756,11,0.7037037037037037,
2451,YGR119C,16,76,1,1,1625,125,0.2836923076923077,ess
2452,YGR120C,2,12,0,0,788,158,0.9187817258883249,
2453,YGR121C,76,1309,3,22,1478,43,0.08119079837618404,
2454,YGR121W-A,50,3059,10,222,215,43,0.11627906976744184,
2455,YGR122W,51,841,8,238,1208,43,0.0869205298013245,
2456,YGR122C-A,1,6,3,179,128,7,0.875,
2457,YGR123C,36,332,1,28,1541,6,0.12524334847501625,
2458,YGR124W,46,823,6,59,1718,13,0.13445867287543656,
2459,YGR125W,57,573,3,26,3110,5,0.1594855305466238,
2460,YGR126W,17,95,0,0,692,3,0.22109826589595372,
2461,YGR127W,25,479,5,171,938,30,0.27185501066098083,
2462,YGR128C,0,0,0,0,2141,33,1.0,
2463,YGR129W,15,615,1,1,647,33,0.2565687789799073,
2464,YGR130C,46,644,9,67,2450,31,0.19714285714285715,
2465,YGR131W,12,81,2,40,524,31,0.2442748091603053,
2466,YGR132C,12,223,5,96,863,39,0.3835457705677868,
2467,YGR133W,13,239,23,881,551,98,0.2450090744101633,
2468,YGR134W,39,299,6,64,3368,46,0.18646080760095013,
2469,YGR135W,3,25,0,0,776,52,0.8402061855670103,
2470,YGR136W,16,93,7,49,725,72,0.21241379310344827,
2471,YGR137W,4,30,1,6,374,72,0.3663101604278075,
2472,YGR138C,24,219,1,14,1844,121,0.2819956616052061,
2473,YGR139W,9,57,1,14,338,121,0.6124260355029586,
2474,YGR140W,23,122,2,2,2870,106,0.2794425087108014,
2475,YGR141W,48,759,9,166,1403,18,0.1525302922309337,
2476,YGR142W,11,55,3,14,1232,18,0.2662337662337662,
2477,YGR143W,52,800,0,0,2315,24,0.09287257019438444,
2478,YGR144W,17,226,1,4,980,1,0.1846938775510204,
2479,YGR145W,12,68,0,0,2123,16,0.5101271785209609,ess
2480,YGR146C,13,125,3,6,635,36,0.1921259842519685,
2481,YGR146C-A,25,132,22,564,161,36,0.14285714285714285,
2482,YGR147C,11,147,1,6,866,1,0.3533487297921478,
2483,YGR148C,9,84,2,6,866,14,0.2748267898383372,
2484,YGR149W,16,314,2,5,1298,6,0.15254237288135594,
2485,YGR150C,9,55,1,11,2594,81,0.256360832690825,
2486,YGR151C,1,1,0,0,335,81,0.5134328358208955,
2487,YGR152C,11,37,0,0,818,1,0.4486552567237164,
2488,YGR153W,22,248,5,42,653,16,0.1669218989280245,
2489,YGR154C,23,336,4,30,1070,2,0.3383177570093458,
2490,YGR155W,5,31,0,0,1523,149,0.7189757058437295,
2491,YGR156W,19,511,0,0,1277,86,0.5959279561472199,
2492,YGR157W,33,360,5,94,2609,86,0.12265235722499042,
2493,YGR158C,11,66,0,0,752,86,0.3031914893617021,ess
2494,YGR159C,9,60,0,0,1244,86,0.4967845659163987,
2495,YGR160W,0,0,2,2,611,86,1.0,
2496,YGR161C,29,267,8,91,791,86,0.16814159292035402,
2497,YGR161W-C,12,111,22,1294,278,86,0.3705035971223021,
2498,YGR162W,12,58,0,0,2858,12,0.3477956613016095,
2499,YGR163W,5,40,1,2,1025,20,0.4917073170731707,
2500,YGR164W,25,2387,8,163,335,20,0.19701492537313434,
2501,YGR165W,4,74,0,0,1037,20,0.9893924783027964,
2502,YGR166W,12,58,0,0,1682,23,0.4833531510107015,
2503,YGR167W,7,41,0,0,701,18,0.33523537803138376,
2504,YGR168C,17,134,10,55,1130,2,0.1929203539823009,
2505,YGR169C,47,706,1,6,1214,42,0.20675453047775946,
2506,YGR169C-A,2,30,3,17,278,9,0.7985611510791367,
2507,YGR170W,64,817,2,39,3416,8,0.10040983606557376,
2508,YGR171C,12,76,4,24,1727,49,0.4001158077591199,
2509,YGR172C,2,2,0,0,746,25,0.7640750670241286,ess
2510,YGR173W,26,191,2,3,1106,0,0.1735985533453888,
2511,YGR174C,22,89,8,127,512,1,0.236328125,
2512,YGR174W-A,1,1,1,1,86,45,0.8720930232558141,
2513,YGR175C,1,5,4,12,1490,169,0.797986577181208,ess
2514,YGR176W,54,1337,18,501,347,8,0.10086455331412104,
2515,YGR177C,86,1787,4,37,1607,16,0.14934660858743,
2516,YGR178C,53,618,0,0,2168,16,0.0959409594095941,
2517,YGR179C,14,84,1,1,1220,16,0.4286885245901639,
2518,YGR180C,5,68,1,13,1037,16,0.476374156219865,
2519,YGR181W,15,145,4,42,317,4,0.4574132492113565,
2520,YGR182C,31,267,5,48,353,4,0.2804532577903683,
2521,YGR183C,11,100,4,61,413,4,0.324455205811138,
2522,YGR184C,117,1299,4,55,5852,16,0.07177033492822966,
2523,YGR185C,9,79,1,1,1184,37,0.42989864864864863,ess
2524,YGR186W,13,37,1,14,2207,110,0.4934299954689624,ess
2525,YGR187C,1,11,3,19,1184,135,0.6494932432432432,
2526,YGR188C,16,65,4,61,3065,65,0.398694942903752,
2527,YGR189C,24,439,4,46,1523,16,0.42153644123440576,
2528,YGR190C,15,195,1,4,365,2,0.2054794520547945,
2529,YGR191W,34,221,5,89,1811,1,0.10657095527332963,
2530,YGR192C,18,206,4,60,998,52,0.42985971943887774,
2531,YGR193C,14,109,0,0,1232,39,0.32386363636363635,
2532,YGR194C,29,233,15,545,1802,5,0.30077691453940064,
2533,YGR195W,6,11,0,0,740,5,0.40135135135135136,ess
2534,YGR196C,37,5853,6,168,2453,1,0.19771708112515288,
2535,YGR197C,82,1463,2,4,1643,29,0.07425441265976873,
2536,YGR198W,8,25,3,23,2453,22,0.4492458214431309,
2537,YGR199W,54,954,1,54,2279,0,0.10706450197455024,
2538,YGR200C,17,134,1,4,2366,19,0.29205409974640745,
2539,YGR201C,34,690,13,270,677,4,0.16691285081240767,
2540,YGR202C,41,824,7,84,1274,0,0.11067503924646782,
2541,YGR203W,84,1753,26,2322,446,15,0.07174887892376683,
2542,YGR204W,52,755,4,39,2840,0,0.0823943661971831,
2543,YGR204C-A,0,0,1,1,113,0,1.0,
2544,YGR205W,26,392,0,0,872,70,0.14334862385321098,
2545,YGR206W,4,34,7,366,305,76,0.4065573770491803,
2546,YGR207C,9,249,12,52,785,76,0.4573248407643312,
2547,YGR208W,14,62,0,0,929,1,0.2163616792249731,
2548,YGR209C,18,494,7,68,314,1,0.2929936305732484,
2549,YGR210C,54,1076,0,0,1235,2,0.07368421052631577,
2550,YGR211W,16,60,1,10,1460,2,0.3089041095890411,ess
2551,YGR212W,12,136,11,505,1406,2,0.2958748221906117,
2552,YGR213C,21,286,7,88,953,2,0.15949632738719832,
2553,YGR214W,3,24,0,0,1213,10,0.6883759274525969,
2554,YGR215W,3,21,0,0,332,16,0.42168674698795183,
2555,YGR216C,14,131,0,0,1829,16,0.2340076544559869,
2556,YGR217W,63,501,0,0,6119,0,0.0867788854387972,
2557,YGR218W,9,53,0,0,3254,21,0.8558696988322065,ess
2558,YGR219W,4,12,4,43,341,21,0.6451612903225806,
2559,YGR220C,10,40,2,6,809,21,0.26823238566131025,
2560,YGR221C,35,306,1,1,1868,8,0.1290149892933619,
2561,YGR222W,6,22,7,71,881,6,0.3518728717366629,
2562,YGR223C,24,224,8,111,1346,92,0.3855869242199109,
2563,YGR224W,34,273,7,112,1841,0,0.133623030961434,
2564,YGR225W,24,241,0,0,1874,0,0.1552828175026681,
2565,YGR226C,3,6,2,26,209,0,0.43062200956937796,
2566,YGR227W,12,269,0,0,1577,56,0.33100824350031705,
2567,YGR228W,2,3,2,130,344,130,0.6773255813953488,
2568,YGR229C,13,102,0,0,1517,140,0.22412656558998026,
2569,YGR230W,30,860,11,362,413,17,0.2106537530266344,
2570,YGR231C,14,127,3,153,932,51,0.20493562231759654,
2571,YGR232W,15,292,6,62,686,51,0.20116618075801748,
2572,YGR233C,44,307,0,0,3536,13,0.11312217194570134,
2573,YGR234W,18,235,3,6,1199,36,0.19432860717264386,
2574,YGR235C,13,89,2,18,701,36,0.2724679029957204,
2575,YGR236C,26,415,10,266,287,36,0.20905923344947736,
2576,YGR237C,56,331,1,18,2357,2,0.15952481968604154,
2577,YGR238C,55,1050,10,83,2648,22,0.1623867069486405,
2578,YGR239C,54,1292,2,2,866,54,0.1720554272517321,
2579,YGR240C,10,60,0,0,2963,10,0.4417819777252784,
2580,YGR240C-A,35,1116,2,29,200,14,0.195,
2581,YGR241C,45,651,0,0,1706,13,0.1998827667057444,
2582,YGR242W,4,38,2,13,308,13,0.6883116883116883,
2583,YGR243W,7,39,0,0,440,99,0.3886363636363636,
2584,YGR244C,93,1719,2,8,1283,113,0.07716289945440374,
2585,YGR245C,12,538,0,0,2303,83,0.3712548849326965,ess
2586,YGR246C,5,21,2,5,1790,115,0.5921787709497207,ess
2587,YGR247W,13,117,0,0,719,186,0.25312934631432543,
2588,YGR248W,25,567,3,17,767,12,0.12646675358539766,
2589,YGR249W,22,505,4,51,1370,6,0.14014598540145987,
2590,YGR250C,55,711,6,61,2345,18,0.0767590618336887,
2591,YGR251W,11,88,0,0,590,2,0.2610169491525424,
2592,YGR252W,11,35,0,0,1319,32,0.4927975739196361,
2593,YGR253C,9,27,0,0,782,32,0.5460358056265985,ess
2594,YGR254W,35,287,4,28,1313,96,0.16298552932216298,
2595,YGR255C,19,136,1,1,1439,122,0.15149409312022238,
2596,YGR256W,36,556,9,79,1478,13,0.09269282814614344,
2597,YGR257C,19,109,1,5,1100,20,0.4590909090909091,
2598,YGR258C,53,2091,10,415,3095,8,0.1667205169628433,
2599,YGR259C,11,209,4,214,440,47,0.32045454545454544,
2600,YGR260W,35,1612,10,117,1604,47,0.1945137157107232,
2601,YGR261C,35,189,3,12,2429,17,0.2293124742692466,
2602,YGR262C,9,47,0,0,785,35,0.4229299363057325,
2603,YGR263C,36,243,2,38,1274,35,0.20722135007849293,
2604,YGR264C,10,73,0,0,2255,24,0.4891352549889135,ess
2605,YGR265W,6,611,0,0,410,24,0.8463414634146341,
2606,YGR266W,38,454,9,93,2105,24,0.1154394299287411,
2607,YGR267C,6,70,1,4,731,24,0.4705882352941176,ess
2608,YGR268C,48,1310,7,243,596,24,0.12583892617449666,
2609,YGR269W,24,839,3,44,326,24,0.27300613496932513,
2610,YGR270W,61,387,2,31,4139,6,0.19569944431021985,
2611,YGR270C-A,9,81,1,3,218,24,0.25229357798165136,
2612,YGR271W,87,685,11,345,5903,0,0.09791631373877688,
2613,YGR271C-A,2,10,0,0,701,3,0.9358059914407988,
2614,YGR273C,2,93,0,0,524,21,0.5801526717557252,
2615,YGR274C,11,136,0,0,3200,111,0.6265625,ess
2616,YGR275W,7,145,2,26,473,111,0.6955602536997886,
2617,YGR276C,20,181,8,76,1661,111,0.17338952438290187,
2618,YGR277C,0,0,0,0,917,111,1.0,ess
2619,YGR278W,9,75,0,0,1733,18,0.8240046162723601,ess
2620,YGR279C,20,464,4,26,1160,8,0.3491379310344828,
2621,YGR280C,17,176,2,11,815,10,0.3411042944785276,
2622,YGR281W,115,1077,2,36,4433,106,0.06113241597112565,
2623,YGR282C,25,810,2,2,941,106,0.38257173219978746,
2624,YGR283C,22,218,10,247,1025,82,0.1746341463414634,
2625,YGR284C,13,110,7,47,932,112,0.5418454935622318,
2626,YGR285C,8,51,1,2,1301,38,0.3343581860107609,
2627,YGR286C,38,754,2,8,1127,55,0.1251109139307897,
2628,YGR287C,42,997,12,176,1769,4,0.217071791972866,
2629,YGR288W,22,296,6,151,1421,25,0.13230119634060522,
2630,YGR289C,30,293,0,0,1850,59,0.11513513513513515,
2631,YGR290W,3,29,2,65,443,59,0.44469525959367945,
2632,YGR291C,0,0,0,0,221,59,1.0,
2633,YGR292W,1,6,0,0,1754,59,0.523945267958951,
2634,YGR293C,0,0,0,0,461,59,1.0,
2635,YGR294W,2,16,0,0,362,0,0.9585635359116024,
2636,YGR295C,24,291,12,302,1145,0,0.4017467248908297,
2637,YGR296W,0,0,0,0,5727,0,1.0,
2638,YGR296C-A,0,0,0,0,575,0,1.0,
2639,YGR296C-B,0,0,0,0,482,0,1.0,
