hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,1,0.25,0.013522427440633243,0.5437214020907786,0.8866033755274263,0.1358839050131926,1.1650485436893203,YBL106C,non_ess
0.12,0.04,0,1.0,0.005788712011577425,0.22377506719040727,0.44081632653061226,0.2859623733719248,0.4281376518218623,YBL105C,ess
0.12,0.04,12,1.5,0.02310654685494224,0.6435498089920658,0.7920377160817182,0.112002567394095,0.7936962750716332,YBL104C,non_ess
0.12,0.04,0,0.0,0.012328767123287673,0.4492818193908764,0.6771844660194174,0.2993150684931507,0.8192219679633866,YBL103C,non_ess
0.12,0.04,1,1.0,0.0077279752704791345,0.3402311185143068,0.38601036269430056,0.5100463678516228,0.6515151515151516,YBL102W,non_ess
0.12,0.04,6,0.75,0.01759618252311363,0.8072915254543648,0.8451790633608817,0.1282433641515061,0.7348837209302326,YBL101C,non_ess
0.12,0.04,8,1.0,0.025,1.1,1.700201207243461,0.2689075630252101,1.34375,YBL100W-C,non_ess
0.12,0.04,0,1.0,0.009163103237629807,0.4751976485794976,0.6280193236714975,0.4447159437996335,0.5673076923076923,YBL099W,non_ess
0.12,0.04,2,2.0,0.023878437047756874,1.1,1.1291098636728147,0.11649782923299565,1.1987577639751552,YBL098W,non_ess
0.12,0.04,0,0.0,0.011042402826855124,0.8693653901251075,0.9788634788634788,0.4425795053003533,0.3612774451097805,YBL097W,ess
0.12,0.04,1,0.5,0.025,1.1,1.0192307692307694,0.2922077922077922,1.1444444444444444,YBL096C,non_ess
0.12,0.04,7,1.1666666666666667,0.013546798029556651,0.8197115384615385,0.700721153846154,0.42857142857142855,0.7586206896551725,YBL095W,non_ess
0.12,0.04,4,1.3333333333333333,0.0030120481927710845,0.16975669668967133,1.019417475728155,1.0,1.0,YBL094C,non_ess
0.12,0.04,2,0.5,0.012084592145015106,0.6234710937729152,0.5048543689320387,0.5921450151057401,0.24234693877551025,YBL093C,non_ess
0.12,0.04,0,1.0,0.004137931034482761,0.1576832942751925,2.0,0.4289655172413793,1.742765273311897,YBL092W,ess
0.12,0.04,8,1.6,0.025,1.1,1.4821428571428572,0.22764227642276424,1.0642857142857145,YBL091C-A,non_ess
0.12,0.04,1,0.3333333333333333,0.014229249011857709,0.5650106415323806,0.819230769230769,0.26640316205533604,0.5044510385756676,YBL091C,non_ess
0.12,0.04,0,1.0,0.01125703564727955,0.4236109106653197,0.5958041958041961,0.4258911819887429,0.4008810572687225,YBL090W,non_ess
0.12,0.04,5,2.5,0.013052936910804927,0.4774626922636541,1.0346260387811637,0.18781725888324874,1.8494208494208493,YBL089W,non_ess
0.12,0.04,3,4.0,0.01363147195982303,0.4743752242018414,1.146772277227723,0.0875283988999163,0.8073770491803278,YBL088C,non_ess
0.12,0.04,1,0.25,0.0021810250817884407,0.0643514823100878,0.2916053019145803,0.4089422028353326,1.1386666666666667,YBL087C,non_ess
0.12,0.04,4,4.0,0.002142857142857143,0.06260330578512398,0.9669421487603308,0.5028571428571429,0.9559659090909092,YBL086C,non_ess
0.12,0.04,0,1.0,0.006458191706322229,0.21011651621266966,1.0387596899224807,0.28450033990482665,0.7658303464755077,YBL085W,non_ess
0.12,0.04,0,0.0,0.0035149384885764497,0.11435811501205705,0.5540051679586562,0.6089630931458699,0.4848484848484848,YBL084C,ess
0.12,0.04,2,1.0,0.007058823529411766,0.24514946962391515,0.8114754098360657,0.6352941176470588,0.6703703703703704,YBL083C,non_ess
0.12,0.04,2,0.5,0.025,0.8873711680761099,1.3552188552188549,0.3175872093023256,0.9931350114416476,YBL082C,non_ess
0.12,0.04,1,1.0,0.006329113924050633,0.20288049436858369,0.3955534969893469,0.3471971066907776,0.7369791666666667,YBL081W,non_ess
0.12,0.04,0,0.0,0.0049230769230769215,0.17839187227866474,0.2966818477553676,0.4510769230769231,0.35470668485675305,YBL080C,non_ess
0.12,0.04,2,4.0,0.006211180124223602,0.1888198757763975,0.5105413105413105,0.18012422360248448,0.35098522167487683,YBL079W,non_ess
0.12,0.04,4,2.0,0.0028328611898017,0.07970064690710753,0.15940129381421506,0.9943342776203966,1.0056980056980056,YBL078C,non_ess
0.12,0.04,0,0.0,0.0009322560596643877,0.02698022635831344,0.08010835913312693,0.6246115599751398,0.2721393034825871,YBL076C,ess
