YAL068W-A,0.32142857142857145
YAL068C,0.16666666666666666
YAL067W-A,0.8
YAL067C,0.16666666666666666
YAL066W,0.5
YAL065C,1.0
YAL064W-B,0.2
YAL064C-A,0.17391304347826084
YAL064W,0.75
YAL063C-A,0.0
YAL063C,0.125
YAL062W,0.9285714285714286
YAL061W,0.07692307692307693
YAL060W,0.08
YAL059C-A,0.07142857142857142
YAL059W,0.29411764705882354
YAL058W,0.4545454545454545
YAL056C-A,1.0
YAL056W,0.35
YAL055W,1.3333333333333333
YAL054C,0.2307692307692308
YAL053W,0.07692307692307693
YAL051W,0.5
YAL049C,0.125
YAL048C,2.5
YAL047W-A,1.4
YAL047C,0.14285714285714285
YAL046C,1.181818181818182
YAL045C,0.15384615384615385
YAL044W-A,2.333333333333333
YAL044C,0.4666666666666667
YAL043C,0.45
YAL042C-A,0.4
YAL042W,0.4705882352941176
YAL041W,0.1176470588235294
YAL040C,0.09090909090909093
YAL039C,0.39130434782608703
YAL038W,0.054054054054054064
YAL037C-B,0.07692307692307693
YAL037C-A,0.14285714285714285
YAL037W,0.0
YAL036C,0.2
YAL035W,0.75
YAL034C-B,0.5
YAL034W-A,0.4
YAL034C,0.7272727272727273
YAL033W,0.5
YAL032C,0.625
YAL031W-A,0.14285714285714285
YAL031C,0.6666666666666666
YAL030W,0.125
YAL029C,0.0
YAL028W,0.0
YAL027W,0.75
YAL026C-A,0.0
YAL026C,0.0
YAL025C,0.4615384615384616
YAL024C,0.15384615384615385
YAL023C,0.0
YAL022C,0.0
YAL021C,0.26666666666666666
YAL020C,0.7272727272727273
YAL019W-A,0.25
YAL019W,0.05882352941176471
YAL018C,0.0
YAL017W,0.1111111111111111
YAL016C-B,0.25
YAL016C-A,0.0
YAL016W,0.09090909090909093
YAL015C,0.8
YAL014C,0.2
YAL013W,0.3
YAL012W,0.9
YAL011W,1.0
YAL010C,0.5
YAL009W,3.0
YAL008W,0.25
YAL007C,0.16666666666666666
YAL005C,0.2380952380952381
YAL004W,0.5
YAL003W,0.2352941176470588
YAL002W,0.25
YAL001C,0.2777777777777778
YAR002W,1.0
YAR002C-A,0.21428571428571427
YAR003W,0.2307692307692308
YAR007C,0.0
YAR008W,0.2727272727272727
YAR014C,0.1724137931034483
YAR015W,0.1724137931034483
YAR018C,0.19047619047619047
YAR019C,0.5
YAR019W-A,0.0
YAR020C,0.0
YAR023C,0.1111111111111111
YAR027W,0.0
YAR028W,0.0625
YAR029W,0.4
YAR030C,0.25
YAR031W,0.0
YAR033W,0.16666666666666666
YAR035W,0.5789473684210527
YAR035C-A,0.4545454545454545
YAR042W,0.08333333333333333
YAR047C,0.17391304347826084
