Gene,systematic_name,Annot
MCX1,YBR227C,No
PBP2,YBR233W,No
THI2,YBR240C,No
GPX2,YBR244W,No
ARO4,YBR249C,No
YPT10,YBR264C,No
MRPL37,YBR268W,No
CHK1,YBR274W,No
PPS1,YBR276C,No
PAF1,YBR279W,No
MRPL27,YBR282W,No
SSH1,YBR283C,No
APE3,YBR286W,No
SNF5,YBR289W,No
CTP1,YBR291C,No
SUL1,YBR294W,No
PCA1,YBR295W,No
PHO89,YBR296C,No
MAL33,YBR297W,No
RER1,YCL001W,No
YCL007C,YCL007C,No
CSN9,YDR179C,No
RGA1,YOR127W,No
ADE2,YOR128C,No
EFT1,YOR133W,No
BAG7,YOR134W,No
SFL1,YOR140W,No
ARP8,YOR141C,No
LSC1,YOR142W,No
ELG1,YOR144C,No
MRPL23,YOR150W,No
PDR5,YOR153W,No
YRR1,YOR162C,No
RPS28A,YOR167C,No
TUF1,YOR187W,No
SPR1,YOR190W,No
LIP5,YOR196C,No
MRM1,YOR201C,No
NPT1,YOR209C,No
MGM1,YOR211C,No
SAS5,YOR213C,No
MCT1,YOR221C,No
ISU2,YOR226C,No
WTM1,YOR230W,No
SSP2,YOR242C,No
SRL1,YOR247W,No
RBL2,YOR265W,No
PAC1,YOR269W,No
MPD1,YOR288C,No
RPS10A,YOR293W,No
TIM18,YOR297C,No
BUD7,YOR299W,No
SLY41,YOR307C,No
COT1,YOR316C,No
SNC2,YOR327C,No
VMA4,YOR332W,No
TEA1,YOR337W,No
REV1,YOR346W,No
MNE1,YOR350C,No
GDS1,YOR355W,No
HAP5,YOR358W,No
PIP2,YOR363C,No
RAD17,YOR368W,No
ALD4,YOR374W,No
ATF1,YOR377W,No
FRE5,YOR384W,No
HAT1,YPL001W,No
ULA1,YPL003W,No
NCR1,YPL006W,No
CHL1,YPL008W,No
HST2,YPL015C,No
CTF19,YPL018W,No
ECM23,YPL021W,No
RAD1,YPL022W,No
MET12,YPL023C,No
RMI1,YPL024W,No
SKS1,YPL026C,No
SUV3,YPL029W,No
PHO85,YPL031C,No
SVL3,YPL032C,No
PMA2,YPL036W,No
ISM1,YPL040C,No
ELC1,YPL046C,No
SUR1,YPL057C,No
GRX5,YPL059W,No
UBP16,YPL072W,No
ATP4,YPL078C,No
RPS9A,YPL081W,No
RLM1,YPL089C,No
GLR1,YPL091W,No
PNG1,YPL096W,No
MSD1,YPL104W,No
CAR1,YPL111W,No
HOS3,YPL116W,No
MRP51,YPL118W,No
RNY1,YPL123C,No
KAP120,YPL125W,No
HHO1,YPL127C,No
TAF14,YPL129W,No
ODC1,YPL134C,No
UME1,YPL139C,No
PXA1,YPL147W,No
KIP2,YPL155C,No
BEM4,YPL161C,No
MLH3,YPL164C,No
COX10,YPL172C,No
NIP100,YPL174C,No
CUP9,YPL177C,No
MF(ALPHA)1,YPL187W,No
GUP2,YPL189W,No
RSA1,YPL193W,No
APL5,YPL195W,No
TPK2,YPL203W,No
LEA1,YPL213W,No
RPL1A,YPL220W,No
GRE1,YPL223C,No
NEW1,YPL226W,No
VMA11,YPL234C,No
HSP82,YPL240C,No
HFI1,YPL254W,No
CLN2,YPL256C,No
APM1,YPL259C,No
FUM1,YPL262W,No
KEL3,YPL263C,No
DIP5,YPL265W,No
PLC1,YPL268W,No
MDL2,YPL270W,No
ATP15,YPL271W,No
SAM4,YPL273W,No
SAM3,YPL274W,No
CIT3,YPR001W,No
PDH1,YPR002W,No
HAL1,YPR005C,No
ICL2,YPR006C,No
REC8,YPR007C,No
DSS4,YPR017C,No
RLF2,YPR018W,No
EAF3,YPR023C,No
CSR2,YPR030W,No
RPL43A,YPR043W,No
MSF1,YPR047W,No
NHP6A,YPR052C,No
ROX1,YPR065W,No
ISA2,YPR067W,No
SPE3,YPR069C,No
NOT5,YPR072W,No
SNT309,YPR101W,No
ISR1,YPR106W,No
DBF20,YPR111W,No
AXL1,YPR122W,No
SCD6,YPR129W,No
MSS18,YPR134W,No
KAR3,YPR141C,No
NCE102,YPR149W,No
KRE6,YPR159W,No
TIF3,YPR163C,No
MET16,YPR167C,No
GDB1,YPR184W,No
MLC2,YPR188C,No
AQY1,YPR192W,No
ARR1,YPR199C,No
ARR3,YPR201W,No
MYO4,YAL029C,No
GIP4,YAL031C,No
RBG1,YAL036C,No
ERV46,YAL042W,No
GCV3,YAL044C,No
OAF1,YAL051W,No
PEX22,YAL055W,No
ECM1,YAL059W,No
SEO1,YAL067C,No
NUP60,YAR002W,No
ADE1,YAR015W,No
YAT1,YAR035W,No
ECM15,YBL001C,No
HTA2,YBL003C,No
SLA1,YBL007C,No
SCT1,YBL011W,No
FUS3,YBL016W,No
PEP1,YBL017C,No
APN2,YBL019W,No
HAP3,YBL021C,No
RRN10,YBL025W,No
RPL19B,YBL027W,No
APL3,YBL037W,No
URA7,YBL039C,No
FUI1,YBL042C,No
COR1,YBL045C,No
SAS3,YBL052C,No
SHP1,YBL058W,No
KIP1,YBL063W,No
AST1,YBL069W,No
ATG8,YBL078C,No
PET112,YBL080C,No
RPL23A,YBL087C,No
MRP21,YBL090W,No
ECM21,YBL101C,No
RTG3,YBL103C,No
SRO77,YBL106C,No
NTH2,YBR001C,No
COQ1,YBR003W,No
RPL12B,YDR418W,No
HKR1,YDR420W,No
YLR434C,YLR434C,No
MIC60,YKR016W,No
FMP10,YER182W,No
DIA4,YHR011W,No
VPS29,YHR012W,No
CAD1,YDR423C,No
NPL3,YDR432W,No
PPZ2,YDR436W,No
LRS4,YDR439W,No
APT2,YDR441C,No
ECM11,YDR446W,No
ADA2,YDR448W,No
PPN1,YDR452W,No
NHX1,YDR456W,No
STP1,YDR463W,No
RPL27B,YDR471W,No
SNF1,YDR477W,No
DIG2,YDR480W,No
KRE2,YDR483W,No
PKH1,YDR490C,No
RPL37B,YDR500C,No
LPP1,YDR503C,No
GIN4,YDR507C,No
GNP1,YDR508C,No
GRX2,YDR513W,No
SPS2,YDR522C,No
AGE1,YDR524C,No
QCR7,YDR529C,No
STL1,YDR536W,No
YEA4,YEL004W,No
GLC3,YEL011W,No
VAC8,YEL013W,No
VMA3,YEL027W,No
ANP1,YEL036C,No
UTR2,YEL040W,No
PAU2,YEL049W,No
VMA8,YEL051W,No
MAK10,YEL053C,No
CIN8,YEL061C,No
CAN1,YEL063C,No
HPA3,YEL066W,No
MNN1,YER001W,No
PAC2,YER007W,No
HEM14,YER014W,No
AFG3,YER017C,No
SBH2,YER019C-A,No
GAL83,YER027C,No
YPT31,YER031C,No
ZRG8,YER033C,No
HVG1,YER039C,No
MXR1,YER042W,No
MEI4,YER044C-A,No
DOT6,YER088C,No
RAD51,YER095W,No
UBP9,YER098W,No
SSA4,YER103W,No
FLO8,YER109C,No
SWI4,YER111C,No
BOI2,YER114C,No
RPL23B,YER117W,No
SCS2,YER120W,No
RPS26B,YER131W,No
COX15,YER141W,No
MAG1,YER142C,No
UBP5,YER144C,No
PEA2,YER149C,No
OXA1,YER154W,No
SPT2,YER161C,No
CHD1,YER164W,No
ADK2,YER170W,No
GRX4,YER174C,No
DMC1,YER179W,No
HXT10,YFL011W,No
PAU5,YFL020C,No
GAT1,YFL021W,No
STE2,YFL026W,No
HAC1,YFL031W,No
RPO41,YFL036W,No
FET5,YFL041W,No
EMP47,YFL048C,No
DAK2,YFL053W,No
AAD6,YFL056C,No
LOC1,YFR001W,No
UBP6,YFR010W,No
CMK1,YFR014C,No
FAB1,YFR019W,No
HIS2,YFR025C,No
MET10,YFR030W,No
RPL2A,YFR031C-A,No
RPL29,YFR032C-A,No
YMR31,YFR049W,No
HXK1,YFR053C,No
ERP6,YGL002W,No
LEU1,YGL009C,No
ERG4,YGL012W,No
PDR1,YGL013C,No
ATE1,YGL017W,No
CKB1,YGL019W,No
PGD1,YGL025C,No
PUS2,YGL063W,No
NPY1,YGL067W,No
AFT1,YGL071W,No
HNM1,YGL077C,No
SCY1,YGL083W,No
GUP1,YGL084C,No
MMS2,YGL087C,No
LIF1,YGL090W,No
PAN2,YGL094C,No
ARC1,YGL105W,No
MON1,YGL124C,No
SCS3,YGL126W,No
RPL1B,YGL135W,No
HUL5,YGL141W,No
MRF1,YGL143C,No
RPL9A,YGL147C,No
PEX14,YGL153W,No
AMS1,YGL156W,No
CUP2,YGL166W,No
SAE2,YGL175C,No
GTS1,YGL181W,No
GCN1,YGL195W,No
EMP24,YGL200C,No
KEX1,YGL203C,No
CHC1,YGL206C,No
SIP2,YGL208W,No
YPT32,YGL210W,No
SKI8,YGL213C,No
KIP3,YGL216W,No
EDC1,YGL222C,No
OST5,YGL226C-A,No
SHE10,YGL228W,No
SAP4,YGL229C,No
DOC1,YGL240W,No
TAD1,YGL243W,No
RAI1,YGL246C,No
ZIP2,YGL249W,No
FZF1,YGL254W,No
ADH4,YGL256W,No
MNT2,YGL257C,No
COS12,YGL263W,No
PRP18,YGR006W,No
STF2,YGR008C,No
UGA1,YGR019W,No
MTL1,YGR023W,No
MSP1,YGR028W,No
RPL26B,YGR034W,No
CAX4,YGR036C,No
ORM1,YGR038W,No
SCM4,YGR049W,No
PDC6,YGR087C,No
ASK10,YGR097W,No
MDR1,YGR100W,No
VMA21,YGR105W,No
CLB6,YGR109C,No
RPS23A,YGR118W,No
PPT1,YGR123C,No
SYF2,YGR129W,No
PEX4,YGR133W,No
BTN2,YGR142W,No
THI4,YGR144W,No
RPL24B,YGR148C,No
CYS4,YGR155W,No
GTR2,YGR163W,No
CLC1,YGR167W,No
MSM1,YGR171C,No
CBP4,YGR174C,No
ATF2,YGR177C,No
PBP1,YGR178C,No
TIM13,YGR181W,No
BUB1,YGR188C,No
PMT6,YGR199W,No
PCT1,YGR202C,No
TRX2,YGR209C,No
RTA1,YGR213C,No
PET54,YGR222W,No
AMA1,YGR225W,No
PHB2,YGR231C,No
PHO81,YGR233C,No
YHB1,YGR234W,No
PEX21,YGR239C,No
YAP1802,YGR241C,No
SOL4,YGR248W,No
TNA1,YGR260W,No
YTA7,YGR270W,No
RTT102,YGR275W,No
SCW4,YGR279C,No
BGL2,YGR282C,No
PAM17,YKR065C,No
FMP23,YBR047W,No
FMP16,YDR070C,No
TIM21,YGR033C,No
AIM18,YHR198C,No
INA17,YPL099C,No
YNL179C,YNL179C,No
YOR041C,YOR041C,No
YGL218W,YGL218W,No
DLS1,YJL065C,No
FMP25,YLR077W,No
AIM24,YJR080C,No
FMP27,YLR454W,No
MGR3,YMR115W,No
TAN1,YGL232W,No
SYC1,YOR179C,No
RSF1,YMR030W,No
AIM9,YER080W,No
FMP32,YFL046W,No
AIM46,YHR199C,No
RDL2,YOR286W,No
FMP33,YJL161W,No
FMP30,YPL103C,No
MPC1,YGL080W,No
COA1,YIL157C,No
AIM36,YMR157C,No
GEP3,YOR205C,No
ZEO1,YOL109W,No
LIA1,YJR070C,No
MIC12,YBR262C,No
FMP48,YGR052W,No
FMP46,YKR049C,No
COQ9,YLR201C,No
FMP40,YPL222W,No
FMP45,YDL222C,No
FMP52,YER004W,No
MPC3,YGR243W,No
BCH2,YKR027W,No
FMP42,YMR221C,No
FMP41,YNL168C,No
RUP1,YOR138C,No
EAF7,YNL136W,No
ALT2,YDR111C,No
SWC7,YLR385C,No
ERJ5,YFR041C,No
JJJ2,YJL162C,No
JLP2,YMR132C,No
SPG3,YDR504C,No
JJJ3,YJR097W,No
JLP1,YLL057C,No
SPG4,YMR107W,No
SPG5,YMR191W,No
JJJ1,YNL227C,No
TGL4,YKR089C,No
TGL5,YOR081C,No
YBR287W,YBR287W,No
TAH1,YCR060W,No
PIH1,YHR034C,No
SGO1,YOR073W,No
HSP31,YDR533C,No
FSH1,YHR049W,No
FSH2,YMR222C,No
FSH3,YOR280C,No
HXT12,YIL170W,No
NFT1,YKR103W,No
SDC25,YLL016W,No
NVJ2,YPR091C,No
YJL175W,YJL175W,No
RBH1,YJL181W,No
SPO13,YHR014W,No
MIP6,YHR015W,No
YSC84,YHR016C,No
YSC83,YHR017W,No
RPS27B,YHR021C,No
ECM12,YHR021W-A,No
VMA16,YHR026W,No
PUT2,YHR037W,No
SRB2,YHR041C,No
DOG1,YHR044C,No
SMF2,YHR050W,No
CPR2,YHR057C,No
VMA22,YHR060W,No
IRE1,YHR079C,No
STE12,YHR084W,No
MSR1,YHR091C,No
AHT1,YHR093W,No
HXT5,YHR096C,No
TRR2,YHR106W,No
GGA2,YHR108W,No
ERP5,YHR110W,No
EPT1,YHR123W,No
ECM14,YHR132C,No
SPL2,YHR136C,No
SPS100,YHR139C,No
KEL1,YHR158C,No
YAP1801,YHR161C,No
OYE2,YHR179W,No
SSP1,YHR184W,No
EGD2,YHR193C,No
RPS4B,YHR203C,No
INP51,YIL002C,No
URM1,YIL008W,No
FAA3,YIL009W,No
PDR11,YIL013C,No
BAR1,YIL015W,No
VID28,YIL017C,No
HIS6,YIL020C,No
CAP2,YIL034C,No
CST6,YIL036W,No
CBR1,YIL043C,No
PIG2,YIL045W,No
SYG1,YIL047C,No
DFG10,YIL049W,No
RNR3,YIL066C,No
RPS24B,YIL069C,No
HOP1,YIL072W,No
SER33,YIL074C,No
SEC28,YIL076W,No
SDS3,YIL084C,No
PRK1,YIL095W,No
FMC1,YIL098C,No
SGA1,YIL099W,No
XBP1,YIL101C,No
PFK26,YIL107C,No
POR2,YIL114C,No
HIS5,YIL116W,No
RPI1,YIL119C,No
QDR1,YIL120W,No
SIM1,YIL123W,No
AYR1,YIL124W,No
KGD1,YIL125W,No
MET18,YIL128W,No
RPL16A,YIL133C,No
FLX1,YIL134W,No
TPM2,YIL138C,No
AXL2,YIL140W,No
ATG32,YIL146C,No
RPL40A,YIL148W,No
GUT2,YIL155C,No
BNR1,YIL159W,No
SUC2,YIL162W,No
YIL168W,YIL168W,No
SGN1,YIR001C,No
IST3,YIR005W,No
MET28,YIR017C,No
FLO11,YIR019C,No
DAL1,YIR027C,No
DAL2,YIR029W,No
DAL7,YIR031C,No
GTT1,YIR038C,No
CTK2,YJL006C,No
MAD3,YJL013C,No
PET130,YJL023C,No
VPS53,YJL029C,No
MHP1,YJL042W,No
RTT101,YJL047C,No
TDH1,YJL052W,No
MRPL8,YJL063C,No
ICS3,YJL077C,No
PRY1,YJL079C,No
TOK1,YJL093C,No
MRPL49,YJL096W,No
GSH1,YJL101C,No
IME2,YJL106W,No
ASF1,YJL115W,No
LSM1,YJL124C,No
URA2,YJL130C,No
RPS21B,YJL136C,No
RPB4,YJL140W,No
RPA34,YJL148W,No
VPS35,YJL154C,No
FBP26,YJL155C,No
FAR1,YJL157C,No
CIS3,YJL158C,No
HSP150,YJL159W,No
TPK1,YJL164C,No
QCR8,YJL166W,No
SET2,YJL168C,No
ASG7,YJL170C,No
CPS1,YJL172W,No
RPL17B,YJL177W,No
PFD1,YJL179W,No
ATP12,YJL180C,No
MNN11,YJL183W,No
MNN5,YJL186W,No
RPS14B,YJL191W,No
ELO1,YJL196C,No
NUC1,YJL208C,No
SPC1,YJR010C-A,No
TES1,YJR019C,No
GEA1,YJR031C,No
RAD26,YJR035W,No
CYC1,YJR048W,No
ISY1,YJR050W,No
RAD7,YJR052W,No
HIT1,YJR055W,No
TOR1,YJR066W,No
MIR1,YJR077C,No
JSN1,YJR091C,No
IME1,YJR094C,No
URA8,YJR103W,No
ECM27,YJR106W,No
STE24,YJR117W,No
ATP2,YJR121W,No
RSF2,YJR127C,No
MNS1,YJR131W,No
MCM22,YJR135C,No
MGM101,YJR144W,No
HMS2,YJR147W,No
DAN1,YJR150C,No
PGU1,YJR153W,No
MRP17,YKL003C,No
CAP1,YKL007W,No
UFD4,YKL010C,No
PUT3,YKL015W,No
HCS1,YKL017C,No
SPT23,YKL020C,No
PAN3,YKL025C,No
PTM1,YKL039W,No
PHD1,YKL043W,No
ELM1,YKL048C,No
NUP120,YKL057C,No
MSN4,YKL062W,No
MNR2,YKL064W,No
YET1,YKL065C,No
YNK1,YKL067W,No
NUP100,YKL068W,No
STB6,YKL072W,No
LHS1,YKL073W,No
MUD2,YKL074C,No
SMY1,YKL079W,No
VMA5,YKL080W,No
TEF4,YKL081W,No
MDH1,YKL085W,No
CYT2,YKL087C,No
BUD2,YKL092C,No
MBR1,YKL093W,No
YJU3,YKL094W,No
CWP2,YKL096W-A,No
APE1,YKL103C,No
HAP4,YKL109W,No
SBA1,YKL117W,No
OAC1,YKL120W,No
SSH4,YKL124W,No
PMU1,YKL128C,No
SHE2,YKL130C,No
MRPL31,YKL138C,No
RBH2,YJR030C,No
YJL193W,YJL193W,No
YJL206C,YJL206C,No
YJL211C,YJL211C,No
YJL215C,YJL215C,No
REE1,YJL217W,No
MHO1,YJR008W,No
YJR015W,YJR015W,No
YJR020W,YJR020W,No
MDE1,YJR024C,No
YJR038C,YJR038C,No
KCH1,YJR054W,No
MNN14,YJR061W,No
YJR079W,YJR079W,No
YJR087W,YJR087W,No
YJR096W,YJR096W,No
YJR098C,YJR098C,No
LIH1,YJR107W,No
YMR1,YJR110W,No
YJR115W,YJR115W,No
TDA4,YJR116W,No
YJR120W,YJR120W,No
YJR124C,YJR124C,No
YJR128W,YJR128W,No
EFM3,YJR129C,No
YJR146W,YJR146W,No
YJR149W,YJR149W,No
TCD2,YKL027W,No
YKL031W,YKL031W,No
YKL033W-A,YKL033W-A,No
YKL050C,YKL050C,No
YKL053W,YKL053W,No
YKL063C,YKL063C,No
YKL069W,YKL069W,No
YKL071W,YKL071W,No
HOT13,YKL084W,No
YKL091C,YKL091C,No
YPF1,YKL100C,No
SEG2,YKL105C,No
YKL123W,YKL123W,No
RCI50,YKL133C,No
CMC1,YKL137W,No
YKL147C,YKL147C,No
KDX1,YKL161C,No
YKL162C-A,YKL162C-A,No
NNK1,YKL171W,No
YKL177W,YKL177W,No
YKL202W,YKL202W,No
EMC3,YKL207W,No
OXP1,YKL215C,No
YKL222C,YKL222C,No
YKR005C,YKR005C,No
YKR018C,YKR018C,No
ALY1,YKR021W,No
RQT4,YKR023W,No
YKR032W,YKR032W,No
OPI8,YKR035C,No
YKR040C,YKR040C,No
SHB17,YKR043C,No
YKR070W,YKR070W,No
YKR075C,YKR075C,No
YKR078W,YKR078W,No
SKG1,YKR100C,No
GEX2,YKR106W,No
LMO1,YLL007C,No
YEH1,YLL012W,No
EMC6,YLL014W,No
YLL020C,YLL020C,No
POM33,YLL023C,No
PAU17,YLL025W,No
FRA1,YLL029W,No
RRT7,YLL030C,No
YLL032C,YLL032C,No
YLL044W,YLL044W,No
YLL047W,YLL047W,No
LDB18,YLL049W,No
YLL053C,YLL053C,No
YLL054C,YLL054C,No
YCT1,YLL055W,No
YLL056C,YLL056C,No
YLL058W,YLL058W,No
YLR001C,YLR001C,No
CMS1,YLR003C,No
YLR012C,YLR012C,No
YEH2,YLR020C,No
YLR030W,YLR030W,No
YLR041W,YLR041W,No
YLR046C,YLR046C,No
MLO50,YLR049C,No
PER33,YLR064W,No
LAM6,YLR072W,No
LCL2,YLR104W,No
YLR108C,YLR108C,No
TML25,YLR118C,No
YLR123C,YLR123C,No
YLR125W,YLR125W,No
DCN1,YLR128W,No
DPH6,YLR143W,No
YLR149C,YLR149C,No
YLR169W,YLR169W,No
YLR173W,YLR173W,No
YLR179C,YLR179C,No
UPS1,YLR193C,No
ATG38,YLR211C,No
COA4,YLR218C,No
UCC1,YLR224W,No
YLR232W,YLR232W,No
YLR236C,YLR236C,No
MCP2,YLR253W,No
YLR255C,YLR255C,No
YLR278C,YLR278C,No
YLR280C,YLR280C,No
YLR282C,YLR282C,No
YLR287C,YLR287C,No
COQ11,YLR290C,No
YLR294C,YLR294C,No
YLR296W,YLR296W,No
YLR297W,YLR297W,No
YLR311C,YLR311C,No
ATG39,YLR312C,No
PEX30,YLR324W,No
YLR326W,YLR326W,No
TMA10,YLR327C,No
YLR334C,YLR334C,No
GAS2,YLR343W,No
CIS1,YLR346C,No
ATG33,YLR356W,No
YLR366W,YLR366W,No
REH1,YLR387C,No
YLR400W,YLR400W,No
YLR402W,YLR402W,No
BLS1,YLR408C,No
INA1,YLR413W,No
YLR415C,YLR415C,No
DCK1,YLR422W,No
TDA5,YLR426W,No
GMC2,YLR445W,No
PDP3,YLR455W,No
YML002W,YML002W,No
TRM12,YML005W,No
YML009W-B,YML009W-B,No
YML020W,YML020W,No
CGI121,YML036W,No
YML047W-A,YML047W-A,No
YML053C,YML053C,No
YML057C-A,YML057C-A,No
YML083C,YML083C,No
AIM33,YML087C,No
YML089C,YML089C,No
YML096W,YML096W,No
PML39,YML107C,No
MIX17,YMR002W,No
YMR007W,YMR007W,No
ANY1,YMR010W,No
PEX9,YMR018W,No
EIS1,YMR031C,No
YMR052C-A,YMR052C-A,No
UBX4,YMR067C,No
SDD2,YMR074C,No
YMR075C-A,YMR075C-A,No
YMR082C,YMR082C,No
YMR084W,YMR084W,No
YMR085W,YMR085W,No
YMR086C-A,YMR086C-A,No
SEG1,YMR086W,No
PDL32,YMR087W,No
VBA1,YMR088C,No
YMR090W,YMR090W,No
ATP25,YMR098C,No
YMR103C,YMR103C,No
HFD1,YMR110C,No
YMR114C,YMR114C,No
SHH3,YMR118C,No
YMR119W-A,YMR119W-A,No
EPO1,YMR124W,No
FDO1,YMR144W,No
LDO45,YMR147W,No
YMR153C-A,YMR153C-A,No
YMR158C-A,YMR158C-A,No
YMR158W-B,YMR158W-B,No
INP2,YMR163C,No
EAR1,YMR171C,No
YMR173W-A,YMR173W-A,No
YMR181C,YMR181C,No
YMR194C-A,YMR194C-A,No
INP1,YMR204C,No
MGL2,YMR210W,No
COA6,YMR244C-A,No
YMR245W,YMR245W,No
GTO3,YMR251W,No
YMR253C,YMR253C,No
PRM15,YMR278W,No
TDA1,YMR291W,No
DIF1,YLR437C,No
YLR444C,YLR444C,No
DPI35,YMR130W,No
YLR446W,YLR446W,No
YLR456W,YLR456W,No
YLR460C,YLR460C,No
YML003W,YML003W,No
YML009C-A,YML009C-A,No
RAD33,YML011C,No
YML018C,YML018C,No
RCF1,YML030W,No
YML034C-A,YML034C-A,No
YML037C,YML037C,No
AIM32,YML050W,No
NTE1,YML059C,No
TCB3,YML072C,No
YML079W,YML079W,No
YML082W,YML082W,No
YML084W,YML084W,No
YML094C-A,YML094C-A,No
YML099W-A,YML099W-A,No
YML101C-A,YML101C-A,No
YML108W,YML108W,No
YML122C,YML122C,No
YML131W,YML131W,No
AIM34,YMR003W,No
ADI1,YMR009W,No
YMR031W-A,YMR031W-A,No
RCH1,YMR034C,No
ARA2,YMR041C,No
EUC1,YMR111C,No
YMR122C,YMR122C,No
YMR141C,YMR141C,No
YMR155W,YMR155W,No
YMR160W,YMR160W,No
MME1,YMR166C,No
YMR172C-A,YMR172C-A,No
YMR187C,YMR187C,No
YMR193C-A,YMR193C-A,No
YMR196W,YMR196W,No
YMR206W,YMR206W,No
BCH1,YMR237W,No
YMR244W,YMR244W,No
RKR1,YMR247C,No
MLO1,YMR252C,No
YMR254C,YMR254C,No
YMR262W,YMR262W,No
YMR265C,YMR265C,No
TMA23,YMR269W,No
ATR2,YMR279C,No
HER2,YMR293C,No
YMR295C,YMR295C,No
DYN3,YMR299C,No
YMR306C-A,YMR306C-A,No
YMR310C,YMR310C,No
YMR316C-A,YMR316C-A,No
YMR317W,YMR317W,No
YMR320W,YMR320W,No
YMR326C,YMR326C,No
PYP1,YNL010W,No
YNL013C,YNL013C,No
RCM1,YNL022C,No
YNL028W,YNL028W,No
YNL035C,YNL035C,No
YNL040W,YNL040W,No
YNL043C,YNL043C,No
YNL057W,YNL057W,No
MTQ1,YNL063W,No
TCB2,YNL087W,No
YNL144C,YNL144C,No
YNL171C,YNL171C,No
YNL184C,YNL184C,No
YNL190W,YNL190W,No
YNL193W,YNL193W,No
YNL195C,YNL195C,No
YNL198C,YNL198C,No
YNL205C,YNL205C,No
YNL208W,YNL208W,No
RRG9,YNL213C,No
PPN2,YNL217W,No
SQS1,YNL224C,No
YNL234W,YNL234W,No
YNL266W,YNL266W,No
GOR1,YNL274C,No
YNL276C,YNL276C,No
YNL303W,YNL303W,No
BXI1,YNL305C,No
YNL320W,YNL320W,No
YNL324W,YNL324W,No
DDI3,YNL335W,No
NRM1,YNR009W,No
YNR014W,YNR014W,No
ATP23,YNR020C,No
YNR021W,YNR021W,No
MPP6,YNR024W,No
MRPS12,YNR036C,No
YNR048W,YNR048W,No
PUL3,YNR062C,No
YNR064C,YNR064C,No
YNR071C,YNR071C,No
AIF1,YNR074C,No
YOL013W-B,YOL013W-B,No
IRC10,YOL015W,No
YOL024W,YOL024W,No
YOL029C,YOL029C,No
YOL036W,YOL036W,No
YPQ1,YOL092W,No
SDD3,YOL098C,No
IZH4,YOL101C,No
YOL107W,YOL107W,No
PTH4,YOL114C,No
YOL118C,YOL118C,No
TRM13,YOL125W,No
HPF1,YOL155C,No
YOL163W,YOL163W,No
TSR3,YOR006C,No
YOR012W,YOR012W,No
YOR015W,YOR015W,No
SFM1,YOR021C,No
YOR024W,YOR024W,No
IRC23,YOR044W,No
YOR050C,YOR050C,No
TMC1,YOR052C,No
YOR055W,YOR055W,No
LPL1,YOR059C,No
YOR062C,YOR062C,No
YOR072W,YOR072W,No
TCB1,YOR086C,No
TMA46,YOR091W,No
YOR097C,YOR097C,No
CEX1,YOR112W,No
RTC5,YOR118W,No
AFI1,YOR129C,No
ATG40,YOR152C,No
SWT1,YOR166C,No
THI72,YOR192C,No
YOR200W,YOR200W,No
SPR2,YOR214C,No
YOR225W,YOR225W,No
MCP1,YOR228C,No
YOR238W,YOR238W,No
TUM1,YOR251C,No
MUM3,YOR298W,No
RRG7,YOR305W,No
YOR309C,YOR309C,No
YOR314W,YOR314W,No
SFG1,YOR315W,No
YOR331C,YOR331C,No
YOR338W,YOR338W,No
YOR343C,YOR343C,No
TFB6,YOR352W,No
YOR365C,YOR365C,No
YOR366W,YOR366W,No
YOR376W,YOR376W,No
YOR379C,YOR379C,No
YOR385W,YOR385W,No
AEP3,YPL005W,No
CIP1,YPL014W,No
YPL025C,YPL025C,No
SRL4,YPL033C,No
YPL035C,YPL035C,No
MRX11,YPL041C,No
SGF11,YPL047W,No
RGL1,YPL066W,No
YPL068C,YPL068C,No
YPL073C,YPL073C,No
YPL080C,YPL080C,No
EEB1,YPL095C,No
DPC25,YPL107W,No
MCO76,YPL109C,No
YPL113C,YPL113C,No
GIP3,YPL137C,No
FRK1,YPL141C,No
POC4,YPL144W,No
YPL150W,YPL150W,No
YPL162C,YPL162C,No
ATG29,YPL166W,No
TRE1,YPL176C,No
MRN1,YPL184C,No
YPL197C,YPL197C,No
PGC1,YPL206C,No
TYW1,YPL207W,No
YPL216W,YPL216W,No
YPL225W,YPL225W,No
YPR039W,YPR039W,No
OPI11,YPR044C,No
YPR053C,YPR053C,No
YPR059C,YPR059C,No
YPR063C,YPR063C,No
YPR071W,YPR071W,No
DSE1,YER124C,No
TGL1,YKL140W,No
LTV1,YKL143W,No
DBR1,YKL149C,No
RRD1,YIL153W,No
YAL004W,YAL004W,No
LDS1,YAL018C,No
SAW1,YAL027W,No
YAL037W,YAL037W,No
YAL045C,YAL045C,No
BOL3,YAL046C,No
AIM2,YAL049C,No
BDH2,YAL061W,No
TDA8,YAL064C-A,No
YAL065C,YAL065C,No
PAU8,YAL068C,No
YAR029W,YAR029W,No
YBL010C,YBL010C,No
YBL028C,YBL028C,No
YBL044W,YBL044W,No
YBL053W,YBL053W,No
YBL055C,YBL055C,No
IAI11,YBL059W,No
YBL070C,YBL070C,No
YBL081W,YBL081W,No
YBL086C,YBL086C,No
MRX3,YBL095W,No
SEA4,YBL104C,No
RCR1,YBR005W,No
YBR012C,YBR012C,No
GRX7,YBR014C,No
POA1,YBR022W,No
YBR027C,YBR027C,No
RKM3,YBR030W,No
RFS1,YBR052C,No
YBR056W,YBR056W,No
