forest_24_8_15_1432_90.0,0.9040125885129819,0.69565217,[0.65979381 0.94800371],[0.67724868 0.94362292],1125
forest_26_6_10_1146_91.0,0.9095200629425649,0.69411765,[0.6519337  0.95229358],[0.67236467 0.94751255],387
forest_28_8_13_1222_92.0,0.9189614476789929,0.69281046,[0.65432099 0.95761948],[0.67301587 0.95374944],1552
forest_16_6_9_1491_91.0,0.9118804091266719,0.69277108,[0.65340909 0.95342466],[0.67251462 0.94909091],1765
forest_26_8_10_1202_91.0,0.9118804091266719,0.69273743,[0.68508287 0.94954128],[0.68888889 0.94867094],785
forest_12_8_7_1236_92.0,0.9158143194335169,0.69142857,[0.6954023  0.95077484],[0.69340974 0.95120839],205
forest_12_9_14_1375_91.0,0.9071597167584579,0.69060773,[0.6684492  0.94833948],[0.67934783 0.94572217],930
forest_25_8_14_1146_91.0,0.912667191188041,0.68947368,[0.71584699 0.94577206],[0.70241287 0.94882434],1675
forest_21_9_6_1046_90.0,0.9024390243902439,0.68926554,[0.63874346 0.94907407],[0.66304348 0.94296228],1650
forest_14_4_8_1217_90.0,0.9024390243902439,0.68902439,[0.60752688 0.95299539],[0.64571429 0.94343066],1326
forest_10_6_17_1105_91.0,0.9118804091266719,0.68862275,[0.65714286 0.95255474],[0.67251462 0.94909091],327
forest_10_9_15_1247_91.0,0.9095200629425649,0.68639053,[0.65168539 0.95150961],[0.6685879 0.9476082],547
forest_24_4_16_1161_91.0,0.9079464988198269,0.68478261,[0.68108108 0.946593  ],[0.68292683 0.94615739],1384
forest_19_4_6_1323_91.0,0.9118804091266719,0.68421053,[0.66857143 0.95072993],[0.67630058 0.94899818],1013
forest_22_9_13_1479_91.0,0.9079464988198269,0.6809816,[0.63068182 0.95251142],[0.65486726 0.9468906 ],128
forest_24_4_12_1000_88.0,0.8835562549173879,0.67977528,[0.57075472 0.94617564],[0.62051282 0.93122677],24
forest_26_5_12_1276_90.0,0.9032258064516129,0.67914439,[0.66842105 0.94449584],[0.67374005 0.94318707],413
forest_14_7_11_1415_90.0,0.9032258064516129,0.67878788,[0.61538462 0.9513315 ],[0.64553314 0.94396355],450
forest_14_7_12_1151_90.0,0.898505114083399,0.67759563,[0.63917526 0.9452182 ],[0.65782493 0.9404157 ],742
forest_22_5_7_1088_91.0,0.9103068450039339,0.67741935,[0.62130178 0.95462795],[0.64814815 0.94860234],728
forest_29_8_11_1485_89.0,0.8945712037765539,0.67597765,[0.6142132  0.94599628],[0.64361702 0.93813481],86
forest_11_6_6_1114_90.0,0.9047993705743509,0.67525773,[0.69312169 0.94177449],[0.68407311 0.94395553],57
forest_19_6_11_1342_90.0,0.8977183320220299,0.67455621,[0.6031746  0.94916821],[0.63687151 0.94047619],1694
forest_11_8_15_1038_90.0,0.9000786782061369,0.6744186,[0.62032086 0.94833948],[0.64623955 0.94182318],977
forest_28_8_17_1411_90.0,0.9024390243902439,0.6744186,[0.63043478 0.94848206],[0.65168539 0.94327539],1887
forest_25_9_9_1126_91.0,0.9142407553107789,0.67251462,[0.68452381 0.94922937],[0.67846608 0.95052202],662
forest_23_5_10_1235_91.0,0.9079464988198269,0.67073171,[0.63583815 0.95081967],[0.65281899 0.94693878],890
forest_27_9_7_1450_91.0,0.9095200629425649,0.66049383,[0.64071856 0.95018116],[0.65045593 0.94803434],1749
forest_24_5_7_1059_91.0,0.9071597167584579,0.65934066,[0.68181818 0.943379  ],[0.67039106 0.9459707 ],589
forest_14_4_6_1300_91.0,0.9079464988198269,0.65853659,[0.63905325 0.9491833 ],[0.64864865 0.94703486],293
forest_21_5_12_1275_90.0,0.8953579858379229,0.65625,[0.57377049 0.94944853],[0.6122449  0.93951796],1197
forest_18_9_7_1326_89.0,0.8906372934697089,0.65363128,[0.60309278 0.94243268],[0.62734584 0.93591517],1831
forest_20_9_13_1036_90.0,0.8969315499606609,0.65168539,[0.62702703 0.94290976],[0.63911846 0.93988068],706
forest_29_6_6_1470_92.0,0.9158143194335169,0.65142857,[0.7125     0.94509451],[0.68059701 0.9515179 ],234
forest_14_4_6_1061_91.0,0.9079464988198269,0.65,[0.68421053 0.94272727],[0.66666667 0.94659973],510
forest_20_7_8_1261_89.0,0.8945712037765539,0.64705882,[0.64021164 0.93900185],[0.64361702 0.93813481],106
forest_11_5_10_1364_90.0,0.9024390243902439,0.64571429,[0.64571429 0.94343066],[0.64571429 0.94343066],1337
forest_26_6_16_1071_90.0,0.9024390243902439,0.64044944,[0.65517241 0.94165907],[0.64772727 0.943379  ],169
forest_16_9_15_1490_90.0,0.9024390243902439,0.6402439,[0.61764706 0.94641235],[0.62874251 0.94384058],1062
forest_22_6_8_1252_91.0,0.912667191188041,0.63636364,[0.70440252 0.94244604],[0.66865672 0.94970548],46
forest_20_9_7_1076_91.0,0.9134539732494099,0.62732919,[0.66887417 0.94642857],[0.6474359  0.95067265],267
