hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,1,2.0,0.010073710073710074,0.4209467649467649,1.104964539007092,0.11547911547911548,1.5042553191489365,YAL017W,non_ess
0.0,0.0,4,1.0,0.0,0.0,0.0,1.0,0.5891891891891892,YAL016C-B,non_ess
0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,YAL016C-A,non_ess
0.12,0.04,0,0.0,0.002097535395909806,0.08858053325803719,0.33406593406593404,0.5925537493445202,0.6831858407079645,YAL016W,non_ess
0.12,0.04,7,1.4,0.0158465387823186,0.7040057891380072,1.104341736694678,0.2785654712260217,0.4970059880239521,YAL015C,non_ess
0.12,0.04,3,1.5,0.014341590612777053,0.5888019701579024,1.052991452991453,0.2816166883963494,0.6250000000000001,YAL014C,non_ess
0.12,0.04,2,0.5,0.003286770747740345,0.10943832430399844,0.3728813559322034,0.7058340180772391,0.4493597206053551,YAL013W,non_ess
0.12,0.04,1,0.125,0.008445945945945945,0.2694895525777879,0.504201680672269,0.3386824324324325,0.3865336658354115,YAL012W,non_ess
0.12,0.04,7,0.875,0.0026638252530633987,0.08690969440750011,0.5485611510791367,0.4549813532232286,0.4379391100702576,YAL011W,non_ess
0.12,0.04,0,1.0,0.001350438892640108,0.04405928329584813,0.1880781089414183,0.7218095881161377,0.2132834424695977,YAL010C,non_ess
0.12,0.04,1,0.5,0.006418485237483954,0.20558456474948605,1.6259398496240602,0.6534017971758665,0.7976424361493123,YAL009W,non_ess
0.12,0.04,0,1.0,0.01174496644295302,0.37720461994693305,0.8953488372093024,0.28691275167785235,0.9590643274853801,YAL008W,non_ess
0.12,0.04,2,0.5,0.009273570324574959,0.3000356675781714,0.9634615384615384,0.3369397217928903,1.1192660550458715,YAL007C,non_ess
0.12,0.04,2,2.0,0.01711618257261411,0.5903632463605036,1.2817796610169494,0.3454356846473029,0.9954954954954957,YAL005C,non_ess
0.12,0.04,0,1.0,0.021638330757341576,0.7355083058328807,1.2864864864864862,1.0,1.0,YAL004W,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.4574036511156186,YAL003W,ess
0.12,0.04,0,0.0,0.008368200836820083,0.3000678502770553,0.6979611190137506,0.4079497907949791,0.2871794871794872,YAL002W,non_ess
0.12,0.04,3,1.5,0.012353304508956144,1.1,0.4695051783659378,0.1982705373687461,0.5202492211838007,YAR002W,non_ess
0.12,0.04,9,1.5,0.0075872534142640375,0.9478922867210204,0.5215123859191656,0.29742033383915023,0.6785714285714286,YAR002C-A,non_ess
0.12,0.04,3,0.6,0.01875,1.1,0.6559999999999999,0.1828125,0.6623931623931625,YAR003W,non_ess
0.12,0.04,0,1.0,0.0005361930294906167,0.06624100465641315,0.1236842105263158,0.84343163538874,0.4990464081373172,YAR007C,ess
0.12,0.04,2,0.6666666666666666,0.006045949214026602,0.7522997566314115,0.4149085794655415,0.37605804111245467,0.4694533762057878,YAR008W,ess
0.12,0.04,0,0.0,0.004227336777829967,0.5419721445054833,0.6739130434782609,0.3705965241897605,0.3662864385297845,YAR014C,non_ess
0.12,0.04,0,0.0,0.004347826086956522,0.4914639010769845,0.6055045871559633,0.4945652173913043,0.9032967032967032,YAR015W,non_ess
0.12,0.04,1,0.3333333333333333,0.00306044376434583,0.27142827601894165,0.3783783783783784,0.6970160673297628,0.5554335894621295,YAR018C,non_ess
0.12,0.04,0,0.0,0.006839945280437756,0.5183701387531757,1.5041208791208796,0.34746922024623805,0.625,YAR019C,ess
0.12,0.04,0,1.0,0.006024096385542169,0.36429233417185225,0.6016483516483515,0.9849397590361446,0.7278287461773699,YAR019W-A,non_ess
