num_tree,num_features,n_bootstrap,max_depth,accuracy
9,6,1400,10,0.8553971486761711
9,6,1400,10,0.8289205702647657
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8431771894093686
9,6,1400,10,0.8879837067209776
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8553971486761711
9,6,1400,10,0.8879837067209776
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8818737270875764
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8553971486761711
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8961303462321792
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.8859470468431772
9,6,1400,10,0.879837067209776
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8920570264765784
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.879837067209776
9,6,1400,10,0.835030549898167
9,6,1400,10,0.8940936863543788
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8431771894093686
9,6,1400,10,0.8391038696537678
9,6,1400,10,0.8859470468431772
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.869653767820774
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8981670061099797
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.8839103869653768
9,6,1400,10,0.890020366598778
9,6,1400,10,0.879837067209776
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8594704684317719
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8329938900203666
9,6,1400,10,0.90020366598778
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8920570264765784
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8594704684317719
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8574338085539714
9,6,1400,10,0.845213849287169
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8553971486761711
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8594704684317719
9,6,1400,10,0.8879837067209776
9,6,1400,10,0.8839103869653768
9,6,1400,10,0.879837067209776
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8411405295315683
9,6,1400,10,0.869653767820774
9,6,1400,10,0.879837067209776
9,6,1400,10,0.8574338085539714
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8574338085539714
9,6,1400,10,0.8879837067209776
9,6,1400,10,0.8574338085539714
9,6,1400,10,0.845213849287169
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8961303462321792
9,6,1400,10,0.8472505091649695
9,6,1400,10,0.8818737270875764
9,6,1400,10,0.8940936863543788
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8329938900203666
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8818737270875764
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8818737270875764
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.879837067209776
9,6,1400,10,0.845213849287169
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8391038696537678
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8472505091649695
9,6,1400,10,0.879837067209776
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8492871690427699
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8594704684317719
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8635437881873728
9,6,1400,10,0.8411405295315683
9,6,1400,10,0.8553971486761711
9,6,1400,10,0.8778004073319755
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8513238289205702
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8472505091649695
9,6,1400,10,0.890020366598778
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.8676171079429735
9,6,1400,10,0.8737270875763747
9,6,1400,10,0.8859470468431772
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8574338085539714
9,6,1400,10,0.8839103869653768
9,6,1400,10,0.8920570264765784
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8716904276985743
9,6,1400,10,0.869653767820774
9,6,1400,10,0.8655804480651731
9,6,1400,10,0.8533604887983707
9,6,1400,10,0.8615071283095723
9,6,1400,10,0.8757637474541752
9,6,1400,10,0.8594704684317719
