hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,11,1.8333333333333333,0.006369426751592357,0.18992012941057526,0.07291666666666666,0.7261146496815286,0.2412280701754386,YAL069W,non_ess
0.12,0.04,0,0.0,0.023622047244094488,0.7065391240157479,0.2494419642857143,0.6181102362204725,1.0,YAL068W-A,non_ess
0.12,0.04,0,1.0,0.008287292817679558,0.26761049723756897,0.4460227272727272,0.9392265193370166,0.4147058823529412,YAL068C,non_ess
0.12,0.04,12,1.3333333333333333,0.025,1.1,2.0,0.6123348017621145,1.6330935251798562,YAL067W-A,non_ess
0.12,0.04,8,2.6666666666666665,0.025,1.1,1.40625,0.11341942728804046,1.4554455445544554,YAL067C,non_ess
0.12,0.04,4,1.0,0.025,1.1,2.0,0.4707792207792208,0.8275862068965517,YAL066W,non_ess
0.12,0.04,0,0.0,0.012953367875647671,0.9207638527501866,1.0043668122270741,0.39896373056994816,1.1623376623376624,YAL065C,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.7421052631578947,YAL064W-B,non_ess
0.12,0.04,0,0.0,0.013157894736842105,1.0284880834160872,2.0,0.55,1.0287081339712918,YAL064C-A,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.6232394366197183,YAL064W,non_ess
0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.7965517241379311,YAL063C-A,non_ess
0.12,0.04,1,0.5,0.0015120967741935483,0.08398799592139414,0.2862068965517241,0.9034778225806452,0.4817294281729429,YAL063C,non_ess
0.12,0.04,25,1.7857142857142858,0.025,1.1,1.164102564102564,0.05680990531682448,1.0,YAL062W,non_ess
0.12,0.04,0,0.0,0.025,1.001436552274541,0.8259259259259257,0.09417398244213887,0.9491525423728814,YAL061W,non_ess
0.12,0.04,2,0.6666666666666666,0.025,0.9152254102349484,0.9420391061452514,0.09843205574912893,1.3805309734513274,YAL060W,non_ess
0.12,0.04,2,0.6666666666666666,0.009478672985781993,0.17472000847255684,0.63463687150838,0.7748815165876777,1.0,YAL059C-A,non_ess
0.12,0.04,5,1.6666666666666667,0.012539184952978056,0.2311343058790564,1.0577281191806331,0.7789968652037618,0.9859154929577464,YAL059W,non_ess
0.12,0.04,1,2.0,0.02254641909814324,0.41343075656621797,0.7851458885941645,0.2639257294429708,0.3668341708542714,YAL058W,non_ess
0.12,0.04,9,0.5625,0.02,0.3585507246376812,0.8231884057971014,0.8857142857142857,1.1064516129032258,YAL056C-A,non_ess
0.12,0.04,3,0.6,0.009462528387585165,0.17223592680241764,0.397242668536044,0.15518546555639667,0.6292682926829267,YAL056W,non_ess
0.12,0.04,3,3.0,0.023985239852398525,0.390959409594096,0.9405303030303032,0.5645756457564576,0.5490196078431373,YAL055W,non_ess
0.12,0.04,0,0.0,0.025,0.4818682858477347,0.8763570127504554,0.09061186361513313,0.9793814432989691,YAL054C,non_ess
0.12,0.04,2,2.0,0.019566142067205444,0.3959635288856896,0.7492643968053804,0.10846448319863887,1.0549019607843138,YAL053W,non_ess
0.12,0.04,3,1.0,0.01940820871778556,0.3412052325730231,1.1231375053214134,0.12694877505567928,0.8070175438596492,YAL051W,non_ess
0.12,0.04,3,1.0,0.01756756756756757,0.31209542876209545,0.7573302469135803,0.1837837837837838,0.9338235294117646,YAL049C,non_ess
0.12,0.04,0,0.0,0.01710261569416499,0.2814805499664655,0.8423423423423424,0.12977867203219315,0.9728682170542636,YAL048C,non_ess
0.12,0.04,2,2.0,0.0060790273556231,0.09892235424150317,0.2287878787878788,1.0,0.6899696048632219,YAL047W-A,non_ess
0.12,0.04,0,0.0,0.006423982869379015,0.10856885965431164,0.6551836204094897,0.4282655246252677,0.70375,YAL047C,non_ess
0.12,0.04,5,0.5,0.011235955056179777,0.2270079067831877,0.5343915343915344,0.6544943820224719,0.4291845493562232,YAL046C,non_ess
0.12,0.04,7,2.333333333333333,0.012987012987012988,0.2955747955747956,0.4722222222222222,0.6168831168831169,0.3526315789473684,YAL045C,non_ess
0.12,0.04,5,0.5,0.021084337349397592,0.4904060687193218,0.7561728395061729,0.9367469879518072,1.067524115755627,YAL044W-A,non_ess
0.12,0.04,13,1.0833333333333333,0.025,0.8301445578231292,1.3333333333333333,0.228515625,1.1367521367521367,YAL044C,non_ess
0.12,0.04,0,0.0,0.005091217649554518,0.07539929106162836,0.25019669551534224,0.39584217225286383,0.4833869239013933,YAL043C,ess
0.12,0.04,2,0.6666666666666666,0.025,0.4320417687942785,0.5015822784810127,0.35543766578249336,0.5074626865671642,YAL042C-A,non_ess
0.12,0.04,8,0.8,0.02245388933440257,0.3783764579294103,0.6958937943809819,0.2991178829190056,0.9705093833780162,YAL042W,non_ess
0.12,0.04,0,0.0,0.00234009360374415,0.040891905946508135,0.19699699699699694,0.8131825273010921,0.4479616306954437,YAL041W,ess
0.12,0.04,0,1.0,0.013777267508610792,0.2482383109785022,1.1964071856287422,0.26406429391504016,0.8304347826086957,YAL040C,non_ess
0.12,0.04,8,0.8888888888888888,0.025,1.0460767543585838,0.8786583786583787,0.09270704573547588,0.6799999999999999,YAL039C,non_ess
0.12,0.04,0,0.0,0.007989347536617843,0.15300215097818293,0.3972413793103449,0.3475366178428761,0.28160919540229884,YAL038W,ess
0.12,0.04,3,3.0,0.006160164271047228,0.1181993365976939,0.3200000000000001,1.0,1.0,YAL037C-B,non_ess
0.12,0.04,3,1.5,0.025,1.1,1.9483870967741936,0.2391304347826087,2.8181818181818183,YAL037C-A,non_ess
0.12,0.04,1,1.0,0.025,0.5204318211850256,1.3954983922829582,0.273972602739726,1.7227272727272729,YAL037W,non_ess
0.12,0.04,0,0.0,0.018034265103697024,0.35888767436263946,1.2459807073954985,0.13255184851217314,1.2993197278911564,YAL036C,non_ess
0.12,0.04,0,0.0,0.013808975834292293,0.2653098007680896,1.1619812583668003,0.5120828538550057,1.29438202247191,YAL034W-A,ess
0.12,0.04,7,1.0,0.0249798549556809,0.7400282030620468,1.6110733695652173,0.1804995970991136,1.1383928571428568,YAL034C,non_ess
0.0,0.0,1,0.5,0.0,0.0,0.0,1.0,0.3666026871401152,YAL033W,ess
0.12,0.04,0,0.0,0.014047410008779631,0.4794945828770037,0.6223055295220243,0.31431079894644426,0.4273743016759776,YAL032C,ess
0.12,0.04,1,1.0,0.016233766233766232,0.5574866310160427,0.6554621848739494,0.42857142857142855,1.0681818181818183,YAL031W-A,non_ess
0.12,0.04,2,0.6666666666666666,0.008326029798422436,0.2859256586070011,0.6012170385395537,0.2497808939526731,0.6175438596491228,YAL031C,non_ess
0.12,0.04,7,4.0,0.006437768240343348,0.2026642885011984,0.2943722943722943,0.4892703862660944,0.5350877192982456,YAL030W,non_ess
0.12,0.04,0,1.0,0.009060022650056626,0.3511539813332292,0.909323116219668,0.12049830124575313,1.0375939849624058,YAL029C,non_ess
0.12,0.04,0,0.0,0.01197982345523329,0.5965463108320251,1.1826530612244899,0.25346784363177804,0.9925373134328358,YAL028W,non_ess
0.12,0.04,3,4.0,0.005095541401273885,0.22685774946921444,0.2125,0.4687898089171975,0.3885869565217391,YAL027W,non_ess
0.12,0.04,0,1.0,0.009153318077803205,0.4075133485888635,1.0625,0.9359267734553776,1.0684596577017116,YAL026C-A,non_ess
0.12,0.04,0,1.0,0.0054093926727317426,0.2181280453807181,0.8521126760563381,0.3636587164986477,0.7363083164300201,YAL026C,non_ess
0.12,0.04,0,0.0,0.003947062920826561,0.2085577117520616,0.8029953917050693,0.2848850708149524,0.39527302363488187,YAL024C,non_ess
0.12,0.04,0,0.0,0.007898200965335674,0.3530495831505046,0.6909090909090908,0.35454146555506794,0.2351485148514852,YAL023C,non_ess
0.12,0.04,2,1.0,0.009658725048293626,0.4131244549137236,1.1663652802893312,0.32388924661944624,0.7017892644135189,YAL022C,non_ess
0.12,0.04,3,0.5,0.007162753680859529,0.2618078300529554,0.4559099437148218,0.4042976522085157,0.27460629921259844,YAL021C,non_ess
0.12,0.04,7,0.6363636363636364,0.016983016983016984,0.6052558552558552,0.5859053497942387,0.17682317682317686,0.559322033898305,YAL020C,non_ess
0.12,0.04,1,0.3333333333333333,0.025,0.9511423550087872,0.6583333333333332,0.7346221441124781,0.9401913875598086,YAL019W-A,non_ess
0.12,0.04,1,0.3333333333333333,0.003240058910162003,0.10946244477172314,0.5687500000000001,0.4061855670103093,0.3560551124002901,YAL019W,non_ess
0.12,0.04,0,1.0,0.009211873080859773,0.30109971198019564,0.8847780126849893,0.3101330603889457,0.7821782178217823,YAL018C,non_ess
0.12,0.04,4,2.0,0.020147420147420148,0.6717235610852632,2.0,0.11867321867321867,1.3229813664596273,YAL017W,non_ess
0.12,0.04,3,1.5,0.021621621621621626,0.7100540540540541,0.7644444444444444,0.5513513513513514,1.0,YAL016C-B,non_ess
0.12,0.04,0,0.0,0.0031847133757961785,0.1045859872611465,0.2293333333333333,0.5509554140127388,0.8786127167630058,YAL016C-A,non_ess
0.12,0.04,0,0.0,0.003146303093864709,0.11072566657254647,0.5641025641025641,0.5925537493445202,0.6398230088495576,YAL016W,non_ess
0.12,0.04,10,1.25,0.025,1.1,1.82896551724138,0.13261050875729774,1.3710691823899372,YAL015C,non_ess
0.12,0.04,5,0.7142857142857143,0.010430247718383313,0.3635826916927013,0.7140783744557331,0.5749674054758801,0.4149659863945578,YAL014C,non_ess
0.12,0.04,2,1.0,0.002465078060805259,0.06679511517864732,0.27586206896551724,0.7838948233360723,0.4276729559748428,YAL013W,non_ess
0.12,0.04,4,0.5,0.015202702702702704,0.3563250750750751,0.7777777777777778,0.4155405405405405,0.38211382113821135,YAL012W,non_ess
0.12,0.04,7,0.7777777777777778,0.006393180607352157,0.15179619923739285,1.130890052356021,0.34310069259456577,0.6832298136645963,YAL011W,non_ess
0.12,0.04,0,0.0,0.0006752194463200541,0.01603204287466725,0.1130890052356021,0.7542201215395004,0.3688451208594449,YAL010C,non_ess
0.12,0.04,3,0.75,0.003851091142490373,0.08867917982167019,1.6378378378378378,0.42362002567394097,1.6363636363636362,YAL009W,non_ess
0.12,0.04,0,0.0,0.025,0.6837385851028717,1.5056746532156369,0.2516778523489933,0.88,YAL008W,non_ess
0.12,0.04,4,2.0,0.010819165378670788,0.24597518693345585,0.7017199017199017,0.285935085007728,0.8918918918918919,YAL007C,non_ess
0.12,0.04,4,1.0,0.025,0.6798122230817919,1.720338983050847,0.17064315352697096,1.993920972644377,YAL005C,non_ess
0.12,0.04,1,2.0,0.025,0.7203654877716156,2.0,1.0,1.0,YAL004W,non_ess
0.0,0.0,1,0.2,0.0,0.0,0.0,1.0,0.32961460446247465,YAL003W,ess
0.12,0.04,4,1.0,0.021443514644351458,0.4663964435146444,1.2575356953992598,0.19194560669456068,0.3950953678474114,YAL002W,non_ess
0.12,0.04,7,1.4,0.025,1.1,1.4576271186440684,0.06979617047560223,1.4778761061946903,YAR002W,non_ess
0.12,0.04,10,1.4285714285714286,0.021244309559939303,1.1,0.5010526315789474,0.2306525037936267,0.6578947368421053,YAR002C-A,non_ess
0.12,0.04,1,1.0,0.025,1.1,0.7194827586206894,0.22578125,0.4775086505190312,YAR003W,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.2772117962466488,YAR007C,ess
0.12,0.04,1,0.3333333333333333,0.008464328899637243,0.5660160073703001,0.4583333333333334,0.3724304715840387,0.512987012987013,YAR008W,ess
0.12,0.04,0,0.0,0.008924377642085486,0.8557970267349456,0.7944250871080138,0.2273367778299671,0.7293388429752067,YAR014C,non_ess
0.12,0.04,0,0.0,0.0076086956521739125,0.6127237851662404,0.8864379084967319,0.5478260869565217,0.880952380952381,YAR015W,non_ess
0.12,0.04,0,0.0,0.001530221882172915,0.10571417066000886,0.12074303405572755,0.6985462892119357,0.5345016429353778,YAR018C,non_ess
0.12,0.04,0,0.0,0.007523939808481531,0.39014173600896906,0.9061784897025172,0.6265389876880985,0.19050218340611355,YAR019C,ess
0.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.5180722891566265,YAR019W-A,non_ess
