11,4,11,1738,0.8752515090543259
9,6,3,1695,0.8611670020120724
20,7,4,1006,0.8430583501006036
10,6,11,1739,0.8792756539235412
9,5,6,1756,0.8651911468812877
26,6,11,1042,0.869215291750503
8,4,15,1232,0.8772635814889336
12,4,13,1213,0.8893360160965795
22,4,5,1559,0.8712273641851107
12,7,13,1736,0.8531187122736419
28,5,14,1359,0.8571428571428571
29,7,3,1261,0.8752515090543259
20,6,12,1051,0.8470824949698189
8,6,16,1182,0.8511066398390342
14,5,6,1756,0.8571428571428571
25,4,19,1252,0.8551307847082495
20,7,6,1234,0.8631790744466801
19,7,13,1696,0.8933601609657947
22,4,5,1015,0.8832997987927566
28,5,4,1382,0.8873239436619719
28,7,12,1048,0.8812877263581489
17,6,3,1622,0.8913480885311871
11,5,15,1583,0.8672032193158954
3,5,9,1093,0.8651911468812877
3,5,9,1370,0.903420523138833
24,6,16,1001,0.8611670020120724
22,6,12,1352,0.8993963782696177
22,7,19,1521,0.8792756539235412
19,6,7,1410,0.8832997987927566
29,7,12,1023,0.8772635814889336
22,6,8,1549,0.8933601609657947
14,6,4,1445,0.8631790744466801
4,4,13,1161,0.8752515090543259
8,7,16,1772,0.8893360160965795
21,5,15,1765,0.8873239436619719
3,6,18,1172,0.8370221327967807
7,5,10,1770,0.8672032193158954
15,6,7,1018,0.8712273641851107
10,6,6,1282,0.8812877263581489
7,6,17,1098,0.8933601609657947
28,5,11,1274,0.8651911468812877
19,5,14,1702,0.8732394366197183
10,6,18,1072,0.8953722334004024
17,7,6,1663,0.8651911468812877
9,5,8,1163,0.9114688128772636
23,7,11,1666,0.8672032193158954
20,7,18,1148,0.8672032193158954
3,5,9,1281,0.8853118712273642
21,5,10,1212,0.8752515090543259
11,4,18,1468,0.8913480885311871
28,6,15,1192,0.8873239436619719
14,6,18,1031,0.8712273641851107
25,6,17,1485,0.8792756539235412
16,6,13,1180,0.8511066398390342
19,4,6,1359,0.8732394366197183
4,7,10,1568,0.8812877263581489
15,5,5,1589,0.8571428571428571
19,4,10,1721,0.8873239436619719
11,5,16,1404,0.8893360160965795
24,6,5,1256,0.8792756539235412
28,7,7,1788,0.8953722334004024
20,6,3,1771,0.8712273641851107
16,5,19,1020,0.8651911468812877
21,5,17,1563,0.9074446680080482
21,4,17,1419,0.9014084507042254
