17,4,12,2167,0.8498705780845557
10,5,7,2046,0.8636755823986195
6,7,5,1215,0.8412424503882657
3,7,19,2500,0.8300258843830889
6,6,14,2019,0.8446937014667817
11,7,12,1029,0.8593615185504746
11,5,12,1796,0.8610871440897325
10,8,3,1062,0.8671268334771355
16,4,9,1171,0.8654012079378774
16,8,16,1340,0.8472821397756687
12,5,5,2529,0.8645383951682485
13,4,18,2800,0.8403796376186368
26,8,4,1055,0.8559102674719585
26,8,19,1283,0.8429680759275238
5,6,9,2680,0.8593615185504746
15,6,19,2853,0.8395168248490078
18,8,17,1499,0.8567730802415876
15,4,6,1581,0.8636755823986195
7,7,13,2820,0.8515962036238136
27,4,9,2528,0.8541846419327006
22,6,16,1067,0.8688524590163934
19,7,4,1376,0.8662640207075065
4,5,3,2114,0.8602243313201036
29,4,15,1804,0.8671268334771355
21,6,17,1388,0.8628127696289906
27,6,4,1728,0.8740293356341674
12,8,14,2291,0.8809318377911993
23,8,11,2798,0.8446937014667817
25,4,8,1617,0.8740293356341674
17,6,12,2642,0.8688524590163934
13,7,8,2474,0.8576358930112166
9,5,15,2118,0.8671268334771355
17,8,11,2173,0.8481449525452976
18,5,19,1293,0.8723037100949094
13,7,8,1914,0.8671268334771355
4,7,12,1322,0.8628127696289906
16,7,12,1034,0.8567730802415876
25,8,5,2288,0.8472821397756687
24,7,8,1916,0.8852459016393442
18,4,10,1443,0.8679896462467644
14,5,10,2179,0.8628127696289906
19,8,19,2568,0.8740293356341674
11,6,9,2849,0.8559102674719585
19,7,10,2082,0.8498705780845557
6,8,14,1308,0.8671268334771355
23,8,16,1238,0.8610871440897325
10,6,18,1667,0.8645383951682485
27,7,15,2485,0.8421052631578947
10,7,8,2503,0.8723037100949094
7,4,7,1937,0.8705780845556514
12,5,13,2577,0.8584987057808455
24,4,12,2171,0.8766177739430544
14,6,19,2106,0.8714408973252804
16,8,4,1454 0.8774805867126834
