5,7,8,1933,0.8422350041084634
16,6,4,1683,0.876746096959737
5,9,11,1939,0.885784716516023
20,6,3,1966,0.8644207066557108
21,7,6,2683,0.876746096959737
16,4,19,2163,0.8775677896466721
12,4,19,2774,0.8989317995069844
24,5,9,1029,0.8923582580115037
20,9,18,1810,0.8882497945768283
18,7,7,2528,0.9046836483155299
17,4,9,1507,0.9013968775677896
12,8,10,2263,0.8981101068200493
8,9,16,2463,0.9063270336894002
25,6,12,2341,0.8972884141331142
6,4,9,2002,0.905505341002465
6,7,9,1950,0.9096138044371405
27,6,6,1083,0.9120788824979458
4,4,17,2379,0.9087921117502055
25,8,12,1394,0.9013968775677896
12,4,14,2560,0.9030402629416598
16,4,10,2746,0.9079704190632704
18,4,3,1585,0.9079704190632704
27,6,17,1508,0.905505341002465
29,8,11,1651,0.905505341002465
7,9,18,1889,0.9005751848808545
11,6,4,1728,0.9170090386195563
7,6,3,1786,0.903861955628595
29,6,18,1401,0.8981101068200493
12,5,6,2714,0.9063270336894002
4,6,12,2619,0.9153656532456861
25,8,10,1643,0.913722267871816
15,8,18,1819,0.9120788824979458
12,5,14,1096,0.9161873459326212
22,5,10,2393,0.903861955628595
12,6,12,1404,0.9071487263763353
16,4,13,1907,0.913722267871816
17,8,17,1097,0.9129005751848809
4,7,5,1370,0.9129005751848809
7,7,15,1236,0.9120788824979458
18,5,17,1740,0.914543960558751
26,5,16,1022,0.9129005751848809
12,5,5,1207,0.9087921117502055
4,5,12,2357,0.913722267871816
15,6,11,2546,0.923582580115037
17,8,12,2305,0.9202958093672966
13,8,8,1950,0.914543960558751
18,6,14,2242,0.9046836483155299
5,5,7,1289,0.9178307313064914
23,6,6,1066,0.9211175020542317
19,5,19,2718,0.9178307313064914
9,5,16,1200,0.913722267871816
8,4,9,1288,0.9013968775677896
22,9,15,2357,0.9120788824979458
28,4,13,2059,0.9170090386195563
29,9,18,1523,0.9170090386195563
18,5,11,2057,0.9112571898110107
9,7,8,2282,0.9301561216105176
5,5,4,2190,0.9268693508627773
19,7,13,2465,0.9170090386195563
24,9,11,1192,0.9046836483155299
24,6,18,2166,0.9301561216105176
3,8,10,1962,0.9170090386195563
26,9,14,2753,0.914543960558751
24,7,4,1358,0.923582580115037
20,5,16,1156,0.9120788824979458
3,8,16,1023,0.9276910435497124
8,4,16,1275,0.9211175020542317
17,9,15,2413,0.9211175020542317
14,6,6,2337,0.923582580115037
17,6,9,2773,0.9153656532456861
6,4,8,2301,0.9186524239934265
17,8,3,1839,0.9194741166803615
8,4,4,2589,0.9129005751848809
17,8,11,2752,0.9178307313064914
7,7,13,2051,0.914543960558751
11,6,19,2503,0.9170090386195563
9,8,9,1219,0.913722267871816
3,8,3,1085,0.9153656532456861
13,8,8,1832,0.9170090386195563
4,5,4,1346,0.9178307313064914
4,4,11,2255,0.9161873459326212
11,7,11,2153,0.9178307313064914
27,4,12,2727,0.9120788824979458
26,6,7,2360,0.9071487263763353
14,6,5,2540,0.9161873459326212
14,4,18,1571,0.9334428923582581
26,9,13,2206,0.905505341002465
21,9,3,2165,0.9219391947411668
19,5,3,1069,0.9153656532456861
5,5,19,1214,0.9087921117502055
21,8,14,1497,0.9161873459326212
7,5,8,2256,0.9211175020542317
12,5,17,1560,0.9178307313064914
11,6,19,1987,0.9096138044371405
27,6,19,1238,0.9186524239934265
25,6,4,1530,0.9170090386195563
12,9,12,1893,0.9178307313064914
3,4,5,1750,0.9120788824979458
26,6,8,2005,0.924404272801972
7,8,14,1511,0.9161873459326212
6,6,4,1133,0.9170090386195563
11,7,14,1513,0.9153656532456861
12,8,5,2783,0.9170090386195563
28,6,7,1819,0.9186524239934265
13,4,3,2434,0.914543960558751
8,5,18,1791,0.9022185702547247
28,9,19,1982,0.9112571898110107
25,8,5,1720,0.9170090386195563
17,6,4,2333,0.9202958093672966
23,5,17,2672,0.9046836483155299
15,8,8,1437,0.9202958093672966
26,8,15,2123,0.9071487263763353
17,8,15,2130,0.9079704190632704
7,7,14,2619,0.9087921117502055
14,6,3,1599,0.9153656532456861
19,6,9,1848,0.9227608874281019
16,9,9,2783,0.9079704190632704
21,8,19,2798,0.9129005751848809
16,5,9,2752,0.9071487263763353
15,8,6,2597,0.9120788824979458
4,8,18,2325,0.9096138044371405
14,5,6,2153,0.9211175020542317
15,7,13,1608,0.9120788824979458
3,9,18,1226,0.9153656532456861
7,6,16,2610,0.9170090386195563
29,4,7,2406,0.9087921117502055
26,7,15,1278,0.9063270336894002
24,6,14,2138,0.9293344289235825
11,7,17,1390,0.9260476581758422
28,9,19,1840,0.9112571898110107
17,7,16,2667,0.9063270336894002
18,4,3,2188,0.9129005751848809
3,6,11,2006,0.932621199671323
25,4,19,1365,0.9153656532456861
12,9,18,2774,0.9202958093672966
10,7,10,1597,0.9079704190632704
7,9,18,1213,0.9276910435497124
4,7,14,1732,0.9194741166803615
8,9,3,1678,0.9211175020542317
28,8,14,2416,0.914543960558751
11,4,18,2070,0.9260476581758422
27,8,7,1361,0.9153656532456861
22,9,10,1896,0.9268693508627773
25,4,17,1255,0.9276910435497124
27,5,3,2620,0.9219391947411668
27,5,11,1383,0.9170090386195563
23,9,15,1874,0.9120788824979458
13,5,11,1811,0.9186524239934265
13,7,17,2488,0.9112571898110107
19,5,10,1407,0.924404272801972
