forest_23_6_13_1037_88.0,0.8798342541436464,23
forest_14_5_10_1188_89.0,0.888121546961326,37
forest_23_4_11_1265_91.0,0.9088397790055248,60
forest_14_7_6_1637_89.0,0.888121546961326,74
forest_18_5_11_1074_89.0,0.893646408839779,92
forest_12_5_18_1500_90.0,0.8950276243093923,104
forest_20_7_14_1718_90.0,0.899171270718232,124
forest_12_7_6_1878_91.0,0.9088397790055248,136
forest_25_4_9_1864_91.0,0.914364640883978,161
forest_20_6_14_1147_90.0,0.9046961325966851,181
forest_24_4_5_1661_91.0,0.9129834254143646,205
forest_27_4_6_1439_90.0,0.8964088397790055,232
forest_11_4_19_1049_90.0,0.899171270718232,243
forest_20_5_13_1273_90.0,0.8964088397790055,263
forest_11_5_9_1913_90.0,0.9005524861878453,274
forest_26_7_13_1274_92.0,0.9171270718232044,300
forest_16_4_8_1245_90.0,0.8977900552486188,316
forest_20_5_13_1668_91.0,0.9116022099447514,336
forest_29_4_7_1841_90.0,0.9033149171270718,365
forest_19_5_15_1538_90.0,0.8964088397790055,384
forest_11_4_17_1292_92.0,0.9185082872928176,395
forest_11_5_7_1366_91.0,0.9074585635359116,406
forest_21_6_14_1995_91.0,0.9129834254143646,427
forest_25_5_15_1007_91.0,0.9088397790055248,452
forest_28_5_18_1801_90.0,0.9019337016574586,480
forest_19_4_6_1539_91.0,0.9129834254143646,499
