,orf
YGR091W,1
YBR143C,1
YJL061W,1
YJL104W,1
YDL165W,1
YER003C,1
YLR222C,1
YLR197W,1
YOR294W,1
YOR160W,1
YHR072W,1
YGL169W,1
YGR095C,1
YCL031C,1
YPL012W,1
